School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Nokomis Jr/Sr High Sch,Nokomis CUSD 22,471.3,452.8,39.0,39.0,Illinois,39.3046773,-89.29515169999999,511 Oberle Street,62075,Montgomery County,Nokomis,17135,"511 Oberle Street, Nokomis, Illinois, 62075",957300,17135957300,2021.0,957300.0,Montgomery County,Illinois,233.0,18.0,67.0,125.0,23.0,2160.0,84.0,210.0,1041.0,359.0,152.0,220.0,94.0,7.7,28.8,53.6,9.9,3.9,9.7,48.2,16.6,7.0,10.2,4.4,1325.0,60234.0,72388.0,3083.0,7.0,0.2,3076.0,99.8,3030.0,98.3,3.0,0.1,1.0,0.0,33.0,1.1,0.0,0.0,0.0,0.0,9.0,0.3
Belvidere High School,Belvidere CUSD 100,458.6,439.0,271.0,271.0,Illinois,42.2444132,-88.83082379999999,1500 East Avenue,61008,Boone County,Belvidere,17007,"1500 East Avenue, Belvidere, Illinois, 61008",010200,17007010200,2021.0,10200.0,Boone County,Illinois,478.0,27.0,56.0,395.0,0.0,3776.0,490.0,160.0,1351.0,901.0,200.0,431.0,243.0,5.6,11.7,82.6,0.0,13.0,4.2,35.8,23.9,5.3,11.4,6.4,2171.0,38125.0,55065.0,5795.0,2358.0,40.7,3437.0,59.3,3282.0,56.6,61.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.6
Belvidere North High Sch,Belvidere CUSD 100,500.2,472.4,293.0,293.0,Illinois,42.2892229,-88.8626944,9393 Beloit Road,61008,Boone County,Belvidere,17007,"9393 Beloit Road, Belvidere, Illinois, 61008",010502,17007010502,2021.0,10502.0,Boone County,Illinois,303.0,64.0,76.0,95.0,68.0,3882.0,83.0,124.0,1472.0,841.0,422.0,581.0,359.0,21.1,25.1,31.4,22.4,2.1,3.2,37.9,21.7,10.9,15.0,9.2,1994.0,75455.0,95817.0,5042.0,108.0,2.1,4934.0,97.9,4766.0,94.5,21.0,0.4,63.0,1.2,79.0,1.6,0.0,0.0,0.0,0.0,5.0,0.1
North Boone High School,North Boone CUSD 200,465.3,455.6,90.0,90.0,Illinois,42.4129133,-88.8191428,17823 Poplar Grove Road,61065,Boone County,Poplar Grove,17007,"17823 Poplar Grove Road, Poplar Grove, Illinois, 61065",010601,17007010601,2021.0,10601.0,Boone County,Illinois,328.0,22.0,226.0,80.0,0.0,2557.0,163.0,155.0,870.0,577.0,140.0,487.0,165.0,6.7,68.9,24.4,0.0,6.4,6.1,34.0,22.6,5.5,19.0,6.5,1310.0,87905.0,113997.0,3674.0,727.0,19.8,2947.0,80.2,2921.0,79.5,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.6
Auburn High School,Rockford SD 205,495.6,470.5,294.0,294.0,Illinois,42.2867708,-89.138098,5110 Auburn Street,61101,Winnebago County,Rockford,17201,"5110 Auburn Street, Rockford, Illinois, 61101",002301,17201002301,2021.0,2301.0,Winnebago County,Illinois,147.0,35.0,53.0,0.0,59.0,1463.0,57.0,199.0,535.0,422.0,78.0,98.0,74.0,23.8,36.1,0.0,40.1,3.9,13.6,36.6,28.8,5.3,6.7,5.1,797.0,26563.0,48722.0,2143.0,359.0,16.8,1784.0,83.2,1001.0,46.7,674.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.3,102.0,4.8
Rockford East High School,Rockford SD 205,444.5,421.8,294.0,294.0,Illinois,42.2563589,-89.04958669999999,2929 Charles Street,61108,Winnebago County,Rockford,17201,"2929 Charles Street, Rockford, Illinois, 61108",001500,17201001500,2021.0,1500.0,Winnebago County,Illinois,533.0,100.0,253.0,180.0,0.0,3651.0,293.0,185.0,975.0,1157.0,655.0,188.0,198.0,18.8,47.5,33.8,0.0,8.0,5.1,26.7,31.7,17.9,5.1,5.4,2466.0,42837.0,55559.0,5138.0,1099.0,21.4,4039.0,78.6,3276.0,63.8,569.0,11.1,0.0,0.0,155.0,3.0,0.0,0.0,0.0,0.0,39.0,0.8
Guilford High School,Rockford SD 205,482.1,451.1,347.0,347.0,Illinois,42.2980626,-89.0069754,5620 Spring Creek Road,61114,Winnebago County,Rockford,17201,"5620 Spring Creek Road, Rockford, Illinois, 61114",000516,17201000516,2021.0,516.0,Winnebago County,Illinois,268.0,81.0,0.0,168.0,19.0,2780.0,97.0,83.0,646.0,496.0,233.0,622.0,603.0,30.2,0.0,62.7,7.1,3.5,3.0,23.2,17.8,8.4,22.4,21.7,1484.0,98933.0,103602.0,3727.0,632.0,17.0,3095.0,83.0,2505.0,67.2,523.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.8
Jefferson High School,Rockford SD 205,437.5,417.7,343.0,343.0,Illinois,42.20709129999999,-89.0377287,4145 Samuelson Road,61109,Winnebago County,Rockford,17201,"4145 Samuelson Road, Rockford, Illinois, 61109",003706,17201003706,2021.0,3706.0,Winnebago County,Illinois,457.0,44.0,134.0,259.0,20.0,3985.0,168.0,628.0,1051.0,1091.0,345.0,440.0,262.0,9.6,29.3,56.7,4.4,4.2,15.8,26.4,27.4,8.7,11.0,6.6,2250.0,72027.0,81281.0,5685.0,906.0,15.9,4779.0,84.1,3778.0,66.5,498.0,8.8,0.0,0.0,295.0,5.2,0.0,0.0,0.0,0.0,208.0,3.7
Hononegah CHD High School,Hononegah CHD 207,544.4,525.2,467.0,467.0,Illinois,42.4298917,-89.1324866,,N/A,Winnebago County,N/A,17201,,003901,17201003901,2021.0,3901.0,Winnebago County,Illinois,454.0,45.0,223.0,127.0,59.0,3486.0,15.0,77.0,858.0,743.0,485.0,691.0,617.0,9.9,49.1,28.0,13.0,0.4,2.2,24.6,21.3,13.9,19.8,17.7,1805.0,116767.0,124923.0,5381.0,347.0,6.4,5034.0,93.6,4368.0,81.2,216.0,4.0,10.0,0.2,308.0,5.7,0.0,0.0,0.0,0.0,132.0,2.5
South Beloit Sr High School,County of Winnebago SD 320,471.9,473.8,58.0,58.0,Illinois,42.4859566,-89.0426311,850 Hayes Avenue,61080,Winnebago County,South Beloit,17201,"850 Hayes Avenue, South Beloit, Illinois, 61080",004004,17201004004,2021.0,4004.0,Winnebago County,Illinois,445.0,62.0,200.0,169.0,14.0,4111.0,108.0,331.0,1454.0,811.0,610.0,605.0,192.0,13.9,44.9,38.0,3.1,2.6,8.1,35.4,19.7,14.8,14.7,4.7,2485.0,65448.0,70915.0,5970.0,423.0,7.1,5547.0,92.9,5116.0,85.7,178.0,3.0,3.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,249.0,4.2
Pecatonica High School,Pecatonica CUSD 321,523.4,514.7,59.0,59.0,Illinois,42.3024686,-89.35858160000001,1300 Main Street,61063,Winnebago County,Pecatonica,17201,"1300 Main Street, Pecatonica, Illinois, 61063",004300,17201004300,2021.0,4300.0,Winnebago County,Illinois,339.0,20.0,117.0,191.0,11.0,3417.0,87.0,89.0,927.0,1020.0,433.0,657.0,204.0,5.9,34.5,56.3,3.2,2.5,2.6,27.1,29.9,12.7,19.2,6.0,1962.0,89559.0,113901.0,4875.0,117.0,2.4,4758.0,97.6,4464.0,91.6,13.0,0.3,8.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,273.0,5.6
Durand High School,Durand CUSD 322,533.5,515.8,40.0,40.0,Illinois,42.4329245,-89.33410909999999,200 West South Street,61024,Winnebago County,Durand,17201,"200 West South Street, Durand, Illinois, 61024",004100,17201004100,2021.0,4100.0,Winnebago County,Illinois,383.0,36.0,72.0,240.0,35.0,3687.0,53.0,192.0,1335.0,840.0,432.0,566.0,269.0,9.4,18.8,62.7,9.1,1.4,5.2,36.2,22.8,11.7,15.4,7.3,2037.0,68166.0,93842.0,5126.0,41.0,0.8,5085.0,99.2,4993.0,97.4,29.0,0.6,0.0,0.0,15.0,0.3,3.0,0.1,14.0,0.3,31.0,0.6
Winnebago High School,Winnebago CUSD 323,507.3,496.5,107.0,107.0,Illinois,42.2717305,-89.239431,200 East McNair Road,61088,Winnebago County,Winnebago,17201,"200 East McNair Road, Winnebago, Illinois, 61088",004200,17201004200,2021.0,4200.0,Winnebago County,Illinois,507.0,0.0,188.0,283.0,36.0,4213.0,57.0,162.0,1268.0,1056.0,587.0,632.0,451.0,0.0,37.1,55.8,7.1,1.4,3.8,30.1,25.1,13.9,15.0,10.7,2395.0,82083.0,95747.0,6217.0,181.0,2.9,6036.0,97.1,5864.0,94.3,79.0,1.3,10.0,0.2,18.0,0.3,0.0,0.0,0.0,0.0,65.0,1.0
Evanston Twp High School,Evanston Twp HSD 202,547.2,533.6,803.0,803.0,Illinois,42.04631029999999,-87.7007442,1600 Dodge Avenue,60201,Cook County,Evanston,17031,"1600 Dodge Avenue, Evanston, Illinois, 60201",809600,17031809600,2021.0,809600.0,Cook County,Illinois,294.0,53.0,89.0,113.0,39.0,2318.0,152.0,152.0,464.0,252.0,184.0,611.0,503.0,18.0,30.3,38.4,13.3,6.6,6.6,20.0,10.9,7.9,26.4,21.7,1321.0,52031.0,111210.0,3426.0,747.0,21.8,2679.0,78.2,1079.0,31.5,1191.0,34.8,0.0,0.0,124.0,3.6,0.0,0.0,0.0,0.0,285.0,8.3
New Trier Township H S Winnetk,New Trier Twp HSD 203,613.0,612.5,978.0,978.0,Illinois,42.0930019,-87.7251711,High Street,60093,Cook County,Winnetka,17031,"High Street, Winnetka, Illinois, 60093",800500,17031800500,2021.0,800500.0,Cook County,Illinois,262.0,56.0,60.0,136.0,10.0,3530.0,0.0,59.0,108.0,148.0,87.0,1528.0,1600.0,21.4,22.9,51.9,3.8,0.0,1.7,3.1,4.2,2.5,43.3,45.3,1878.0,250001.0,421769.0,5616.0,39.0,0.7,5577.0,99.3,5219.0,92.9,1.0,0.0,0.0,0.0,98.0,1.7,12.0,0.2,13.0,0.2,234.0,4.2
Maine East High School,Maine Township HSD 207,493.4,477.7,450.0,450.0,Illinois,42.0383867,-87.8586582,2601 Dempster Street,60068,Cook County,Park Ridge,17031,"2601 Dempster Street, Park Ridge, Illinois, 60068",805902,17031805902,2021.0,805902.0,Cook County,Illinois,511.0,60.0,230.0,199.0,22.0,4516.0,74.0,221.0,937.0,656.0,258.0,1679.0,691.0,11.7,45.0,38.9,4.3,1.6,4.9,20.7,14.5,5.7,37.2,15.3,2182.0,117900.0,168950.0,6159.0,579.0,9.4,5580.0,90.6,4369.0,70.9,74.0,1.2,0.0,0.0,968.0,15.7,0.0,0.0,0.0,0.0,169.0,2.7
Maine South High School,Maine Township HSD 207,556.9,551.6,578.0,578.0,Illinois,42.0004819,-87.8537674,1111 South Dee Road,60068,Cook County,Park Ridge,17031,"1111 South Dee Road, Park Ridge, Illinois, 60068",805701,17031805701,2021.0,805701.0,Cook County,Illinois,292.0,33.0,66.0,107.0,86.0,3605.0,43.0,72.0,364.0,678.0,284.0,1249.0,915.0,11.3,22.6,36.6,29.5,1.2,2.0,10.1,18.8,7.9,34.6,25.4,2045.0,144767.0,178141.0,5307.0,388.0,7.3,4919.0,92.7,4647.0,87.6,49.0,0.9,0.0,0.0,142.0,2.7,0.0,0.0,0.0,0.0,81.0,1.5
Maine West High School,Maine Township HSD 207,482.8,473.1,496.0,496.0,Illinois,42.0210151,-87.90688089999999,1755 South Wolf Road,60018,Cook County,Des Plaines,17031,"1755 South Wolf Road, Des Plaines, Illinois, 60018",770602,17031770602,2021.0,770602.0,Cook County,Illinois,440.0,124.0,112.0,118.0,86.0,3444.0,538.0,330.0,1163.0,347.0,280.0,500.0,286.0,28.2,25.5,26.8,19.5,15.6,9.6,33.8,10.1,8.1,14.5,8.3,1556.0,78800.0,91720.0,4899.0,2313.0,47.2,2586.0,52.8,1951.0,39.8,3.0,0.1,0.0,0.0,419.0,8.6,0.0,0.0,11.0,0.2,202.0,4.1
J B Conant High School,Township HSD 211,540.4,551.4,591.0,591.0,Illinois,42.0363212,-88.0619521,700 East Cougar Trail,60169,Cook County,Hoffman Estates,17031,"700 East Cougar Trail, Hoffman Estates, Illinois, 60169",804608,17031804608,2021.0,804608.0,Cook County,Illinois,208.0,33.0,73.0,76.0,26.0,2576.0,42.0,63.0,342.0,435.0,192.0,807.0,695.0,15.9,35.1,36.5,12.5,1.6,2.4,13.3,16.9,7.5,31.3,27.0,1554.0,113462.0,132673.0,3536.0,148.0,4.2,3388.0,95.8,1836.0,51.9,65.0,1.8,0.0,0.0,1135.0,32.1,0.0,0.0,74.0,2.1,278.0,7.9
Wm Fremd High School,Township HSD 211,571.0,577.6,670.0,670.0,Illinois,42.0947146,-88.0647694,1000 South Quentin Road,60067,Cook County,Palatine,17031,"1000 South Quentin Road, Palatine, Illinois, 60067",804102,17031804102,2021.0,804102.0,Cook County,Illinois,265.0,55.0,86.0,100.0,24.0,4901.0,75.0,47.0,392.0,796.0,322.0,1857.0,1412.0,20.8,32.5,37.7,9.1,1.5,1.0,8.0,16.2,6.6,37.9,28.8,2481.0,145938.0,187840.0,6839.0,172.0,2.5,6667.0,97.5,5272.0,77.1,140.0,2.0,0.0,0.0,1036.0,15.1,0.0,0.0,0.0,0.0,219.0,3.2
Palatine High School,Township HSD 211,485.8,480.8,592.0,592.0,Illinois,42.1326312,-88.0225277,1111 North Rohlwing Road,60074,Cook County,Palatine,17031,"1111 North Rohlwing Road, Palatine, Illinois, 60074",803605,17031803605,2021.0,803605.0,Cook County,Illinois,482.0,37.0,28.0,215.0,202.0,4810.0,201.0,61.0,951.0,826.0,361.0,1461.0,949.0,7.7,5.8,44.6,41.9,4.2,1.3,19.8,17.2,7.5,30.4,19.7,2560.0,84722.0,113761.0,6632.0,716.0,10.8,5916.0,89.2,4591.0,69.2,496.0,7.5,0.0,0.0,747.0,11.3,0.0,0.0,16.0,0.2,66.0,1.0
Schaumburg High School,Township HSD 211,519.5,537.5,535.0,535.0,Illinois,42.0273099,-88.1067061,1100 West Schaumburg Road,60194,Cook County,Schaumburg,17031,"1100 West Schaumburg Road, Schaumburg, Illinois, 60194",804710,17031804710,2021.0,804710.0,Cook County,Illinois,174.0,5.0,38.0,78.0,53.0,2971.0,10.0,39.0,707.0,740.0,340.0,829.0,306.0,2.9,21.8,44.8,30.5,0.3,1.3,23.8,24.9,11.4,27.9,10.3,1506.0,95705.0,112907.0,3786.0,337.0,8.9,3449.0,91.1,2563.0,67.7,153.0,4.0,0.0,0.0,647.0,17.1,0.0,0.0,0.0,0.0,86.0,2.3
Hoffman Estates High School,Township HSD 211,511.8,517.1,494.0,494.0,Illinois,42.0529247,-88.1075151,1100 West Higgins Road,60169,Cook County,Hoffman Estates,17031,"1100 West Higgins Road, Hoffman Estates, Illinois, 60169",804706,17031804706,2021.0,804706.0,Cook County,Illinois,99.0,0.0,17.0,55.0,27.0,1662.0,46.0,37.0,341.0,267.0,149.0,556.0,266.0,0.0,17.2,55.6,27.3,2.8,2.2,20.5,16.1,9.0,33.5,16.0,720.0,118333.0,136571.0,2320.0,475.0,20.5,1845.0,79.5,1341.0,57.8,13.0,0.6,0.0,0.0,423.0,18.2,0.0,0.0,0.0,0.0,68.0,2.9
Elk Grove High School,Township HSD 214,498.0,487.9,458.0,458.0,Illinois,42.0112193,-87.9976725,500 West Elk Grove Boulevard,60007,Cook County,Elk Grove Village,17031,"500 West Elk Grove Boulevard, Elk Grove Village, Illinois, 60007",770300,17031770300,2021.0,770300.0,Cook County,Illinois,474.0,2.0,246.0,120.0,106.0,4923.0,105.0,193.0,1302.0,1194.0,510.0,1054.0,565.0,0.4,51.9,25.3,22.4,2.1,3.9,26.4,24.3,10.4,21.4,11.5,2683.0,83885.0,101085.0,7034.0,895.0,12.7,6139.0,87.3,5215.0,74.1,418.0,5.9,0.0,0.0,398.0,5.7,0.0,0.0,10.0,0.1,98.0,1.4
John Hersey High School,Township HSD 214,571.2,560.7,490.0,490.0,Illinois,42.1038234,-87.9590565,1900 East Thomas Street,60004,Cook County,Arlington Heights,17031,"1900 East Thomas Street, Arlington Heights, Illinois, 60004",802608,17031802608,2021.0,802608.0,Cook County,Illinois,337.0,83.0,165.0,14.0,75.0,4675.0,97.0,28.0,1105.0,781.0,354.0,1552.0,758.0,24.6,49.0,4.2,22.3,2.1,0.6,23.6,16.7,7.6,33.2,16.2,2945.0,79820.0,104360.0,6163.0,359.0,5.8,5804.0,94.2,5032.0,81.6,280.0,4.5,0.0,0.0,443.0,7.2,0.0,0.0,0.0,0.0,49.0,0.8
Prospect High School,Township HSD 214,567.0,566.9,540.0,540.0,Illinois,42.0791362,-87.9497214,801 West Kensington Road,60056,Cook County,Mount Prospect,17031,"801 West Kensington Road, Mount Prospect, Illinois, 60056",802801,17031802801,2021.0,802801.0,Cook County,Illinois,296.0,55.0,90.0,53.0,98.0,3242.0,44.0,41.0,344.0,344.0,197.0,1307.0,965.0,18.6,30.4,17.9,33.1,1.4,1.3,10.6,10.6,6.1,40.3,29.8,1873.0,120721.0,147191.0,4665.0,457.0,9.8,4208.0,90.2,3618.0,77.6,31.0,0.7,0.0,0.0,420.0,9.0,0.0,0.0,0.0,0.0,139.0,3.0
Wheeling High School,Township HSD 214,491.3,484.1,409.0,409.0,Illinois,42.1259362,-87.9386557,900 South Elmhurst Road,60090,Cook County,Wheeling,17031,"900 South Elmhurst Road, Wheeling, Illinois, 60090",802504,17031802504,2021.0,802504.0,Cook County,Illinois,516.0,24.0,176.0,274.0,42.0,4511.0,521.0,222.0,1102.0,908.0,334.0,1017.0,407.0,4.7,34.1,53.1,8.1,11.5,4.9,24.4,20.1,7.4,22.5,9.0,2054.0,82800.0,95368.0,6724.0,2785.0,41.4,3939.0,58.6,2776.0,41.3,27.0,0.4,0.0,0.0,689.0,10.2,0.0,0.0,291.0,4.3,156.0,2.3
Rolling Meadows High School,Township HSD 214,516.7,507.0,464.0,464.0,Illinois,42.0648867,-88.0157286,2901 Central Road,60008,Cook County,Rolling Meadows,17031,"2901 Central Road, Rolling Meadows, Illinois, 60008",805105,17031805105,2021.0,805105.0,Cook County,Illinois,821.0,145.0,175.0,395.0,106.0,4785.0,882.0,612.0,987.0,599.0,191.0,922.0,592.0,17.7,21.3,48.1,12.9,18.4,12.8,20.6,12.5,4.0,19.3,12.4,2807.0,66642.0,84704.0,7336.0,3469.0,47.3,3867.0,52.7,2441.0,33.3,332.0,4.5,0.0,0.0,792.0,10.8,0.0,0.0,0.0,0.0,302.0,4.1
Buffalo Grove High School,Township HSD 214,530.8,541.4,485.0,485.0,Illinois,42.1404353,-87.98381069999999,1100 West Dundee Road,60089,Cook County,Buffalo Grove,17031,"1100 West Dundee Road, Buffalo Grove, Illinois, 60089",803013,17031803013,2021.0,803013.0,Cook County,Illinois,270.0,13.0,187.0,51.0,19.0,4166.0,76.0,0.0,684.0,974.0,531.0,1071.0,830.0,4.8,69.3,18.9,7.0,1.8,0.0,16.4,23.4,12.7,25.7,19.9,2344.0,93938.0,117425.0,5676.0,518.0,9.1,5158.0,90.9,4523.0,79.7,22.0,0.4,0.0,0.0,234.0,4.1,33.0,0.6,0.0,0.0,346.0,6.1
Niles North High School,Niles Twp HSD 219,526.5,513.5,456.0,456.0,Illinois,42.0597222,-87.7541667,9800 Lawler Avenue,60077,Cook County,Skokie,17031,"9800 Lawler Avenue, Skokie, Illinois, 60077",806900,17031806900,2021.0,806900.0,Cook County,Illinois,394.0,6.0,199.0,150.0,39.0,4139.0,246.0,194.0,939.0,591.0,353.0,1227.0,589.0,1.5,50.5,38.1,9.9,5.9,4.7,22.7,14.3,8.5,29.6,14.2,2233.0,71406.0,103786.0,5742.0,635.0,11.1,5107.0,88.9,2460.0,42.8,189.0,3.3,0.0,0.0,1573.0,27.4,0.0,0.0,0.0,0.0,885.0,15.4
Niles West High School,Niles Twp HSD 219,524.5,521.1,587.0,587.0,Illinois,42.0258557,-87.77176299999999,5701 Oakton Street,60077,Cook County,Skokie,17031,"5701 Oakton Street, Skokie, Illinois, 60077",807800,17031807800,2021.0,807800.0,Cook County,Illinois,161.0,25.0,19.0,91.0,26.0,1835.0,56.0,74.0,304.0,318.0,110.0,489.0,484.0,15.5,11.8,56.5,16.1,3.1,4.0,16.6,17.3,6.0,26.6,26.4,859.0,126927.0,146303.0,2706.0,145.0,5.4,2561.0,94.6,1717.0,63.5,26.0,1.0,0.0,0.0,685.0,25.3,1.0,0.0,0.0,0.0,132.0,4.9
Glenbrook North High School,Northfield Twp HSD 225,583.2,591.3,497.0,497.0,Illinois,42.1114267,-87.8319199,2300 Shermer Road,60062,Cook County,Northbrook,17031,"2300 Shermer Road, Northbrook, Illinois, 60062",801608,17031801608,2021.0,801608.0,Cook County,Illinois,146.0,0.0,13.0,45.0,88.0,5327.0,20.0,112.0,374.0,765.0,235.0,1725.0,2096.0,0.0,8.9,30.8,60.3,0.4,2.1,7.0,14.4,4.4,32.4,39.3,2797.0,124855.0,165541.0,6971.0,138.0,2.0,6833.0,98.0,4510.0,64.7,14.0,0.2,0.0,0.0,2011.0,28.8,0.0,0.0,0.0,0.0,298.0,4.3
Glenbrook South High School,Northfield Twp HSD 225,573.5,571.5,726.0,726.0,Illinois,42.0887384,-87.8515991,4000 West Lake Avenue,60026,Cook County,Glenview,17031,"4000 West Lake Avenue, Glenview, Illinois, 60026",801607,17031801607,2021.0,801607.0,Cook County,Illinois,323.0,18.0,84.0,166.0,55.0,3911.0,64.0,90.0,481.0,384.0,109.0,1365.0,1418.0,5.6,26.0,51.4,17.0,1.6,2.3,12.3,9.8,2.8,34.9,36.3,2025.0,129750.0,175057.0,5603.0,362.0,6.5,5241.0,93.5,3251.0,58.0,43.0,0.8,0.0,0.0,1801.0,32.1,0.0,0.0,27.0,0.5,119.0,2.1
Oak Park & River Forest High S,Oak Park - River Forest SD 200,571.7,549.9,778.0,778.0,Illinois,41.8884583,-87.78617109999999,,N/A,Cook County,N/A,17031,,812500,17031812500,2021.0,812500.0,Cook County,Illinois,206.0,19.0,105.0,21.0,61.0,2531.0,56.0,183.0,253.0,280.0,209.0,578.0,972.0,9.2,51.0,10.2,29.6,2.2,7.2,10.0,11.1,8.3,22.8,38.4,1594.0,66720.0,109650.0,3401.0,242.0,7.1,3159.0,92.9,2108.0,62.0,799.0,23.5,0.0,0.0,60.0,1.8,0.0,0.0,0.0,0.0,192.0,5.6
J Sterling Morton East High Sc,J S Morton HSD 201,438.0,420.7,1063.0,1063.0,Illinois,41.8464648,-87.77309699999999,2423 South Austin Boulevard,60804,Cook County,Cicero,17031,"2423 South Austin Boulevard, Cicero, Illinois, 60804",814000,17031814000,2021.0,814000.0,Cook County,Illinois,382.0,47.0,170.0,149.0,16.0,3063.0,508.0,276.0,1220.0,573.0,94.0,296.0,96.0,12.3,44.5,39.0,4.2,16.6,9.0,39.8,18.7,3.1,9.7,3.1,1388.0,70294.0,76384.0,4472.0,3984.0,89.1,488.0,10.9,415.0,9.3,38.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.8
J Sterling Morton West High Sc,J S Morton HSD 201,458.3,436.5,748.0,748.0,Illinois,41.845527,-87.7989553,2400 Home Avenue,60402,Cook County,Berwyn,17031,"2400 Home Avenue, Berwyn, Illinois, 60402",814800,17031814800,2021.0,814800.0,Cook County,Illinois,473.0,15.0,235.0,183.0,40.0,4381.0,313.0,553.0,965.0,1101.0,451.0,689.0,309.0,3.2,49.7,38.7,8.5,7.1,12.6,22.0,25.1,10.3,15.7,7.1,2387.0,58387.0,75259.0,5930.0,2910.0,49.1,3020.0,50.9,2036.0,34.3,724.0,12.2,0.0,0.0,248.0,4.2,0.0,0.0,0.0,0.0,12.0,0.2
Lyons Twp High Sch,Lyons Twp HSD 204,547.1,543.1,1001.0,1001.0,Illinois,41.7909734,-87.8844309,,N/A,Cook County,N/A,17031,,820103,17031820103,2021.0,820103.0,Cook County,Illinois,331.0,33.0,82.0,157.0,59.0,3008.0,76.0,234.0,774.0,625.0,239.0,721.0,339.0,10.0,24.8,47.4,17.8,2.5,7.8,25.7,20.8,7.9,24.0,11.3,1664.0,79108.0,125091.0,4161.0,719.0,17.3,3442.0,82.7,3104.0,74.6,120.0,2.9,0.0,0.0,50.0,1.2,0.0,0.0,0.0,0.0,168.0,4.0
Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 20,530.7,520.8,402.0,402.0,Illinois,41.8285598,-87.8307379,160 Ridgewood Road,60546,Cook County,Riverside,17031,"160 Ridgewood Road, Riverside, Illinois, 60546",815702,17031815702,2021.0,815702.0,Cook County,Illinois,364.0,45.0,32.0,223.0,64.0,3547.0,0.0,17.0,489.0,431.0,354.0,993.0,1263.0,12.4,8.8,61.3,17.6,0.0,0.5,13.8,12.2,10.0,28.0,35.6,1977.0,125115.0,154553.0,5287.0,1267.0,24.0,4020.0,76.0,3687.0,69.7,47.0,0.9,0.0,0.0,157.0,3.0,0.0,0.0,0.0,0.0,129.0,2.4
Proviso East High School,Proviso Twp HSD 209,413.7,393.1,386.0,386.0,Illinois,41.8802148,-87.8335909,807 South 1st Avenue,60153,Cook County,Maywood,17031,"807 South 1st Avenue, Maywood, Illinois, 60153",817500,17031817500,2021.0,817500.0,Cook County,Illinois,404.0,0.0,176.0,163.0,65.0,2524.0,402.0,167.0,941.0,562.0,120.0,232.0,100.0,0.0,43.6,40.3,16.1,15.9,6.6,37.3,22.3,4.8,9.2,4.0,1369.0,58480.0,68870.0,3424.0,945.0,27.6,2479.0,72.4,436.0,12.7,2003.0,58.5,0.0,0.0,29.0,0.8,0.0,0.0,0.0,0.0,11.0,0.3
Proviso West High School,Proviso Twp HSD 209,442.2,417.9,282.0,282.0,Illinois,41.8670215,-87.9003778,4701 Harrison Street,60162,Cook County,Hillside,17031,"4701 Harrison Street, Hillside, Illinois, 60162",818401,17031818401,2021.0,818401.0,Cook County,Illinois,266.0,50.0,84.0,132.0,0.0,2653.0,132.0,130.0,804.0,693.0,239.0,459.0,196.0,18.8,31.6,49.6,0.0,5.0,4.9,30.3,26.1,9.0,17.3,7.4,1382.0,61667.0,79218.0,3467.0,824.0,23.8,2643.0,76.2,1388.0,40.0,1033.0,29.8,0.0,0.0,210.0,6.1,0.0,0.0,0.0,0.0,12.0,0.3
