School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
Pleasant Plains High School,Pleasant Plains CUSD 8,Pleasant Plains,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,485.9,470.6,21.8,49.4,24.1,4.6,42.5,36.8,20.7,0.0,31.1,46.7,17.8,4.4,87.0,87.0
Auburn High School,Auburn CUSD 10,Auburn,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,494.7,450.9,26.9,35.5,30.1,7.5,55.9,26.9,16.1,1.1,29.8,29.8,31.9,8.5,93.0,93.0
Pawnee Jr/Sr High Sch,Pawnee CUSD 11,Pawnee,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,466.6,426.3,40.0,37.1,17.1,5.7,65.7,20.0,11.4,2.9,42.9,35.7,21.4,0.0,35.0,35.0
Riverton High School,Riverton CUSD 14,Riverton,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,465.6,441.6,35.4,45.1,15.9,3.7,53.7,26.8,18.3,1.2,36.4,43.2,18.2,2.3,82.0,82.0
Williamsville High School,Williamsville CUSD 15,Williamsville,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,517.7,484.7,17.0,44.4,27.4,11.1,42.2,28.1,25.2,4.4,19.5,41.5,26.8,12.2,135.0,135.0
New Berlin High School,New Berlin CUSD 16,New Berlin,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,480.5,485.6,28.1,45.3,21.9,4.7,28.1,43.8,26.6,1.6,30.3,45.5,21.2,3.0,64.0,64.0
Lanphier High School,Springfield SD 186,Springfield,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,436.3,413.1,50.7,39.6,8.8,0.9,72.2,19.9,7.9,0.0,54.1,34.2,9.9,1.8,216.0,217.0
Springfield High School,Springfield SD 186,Springfield,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,482.4,464.5,32.0,38.8,18.7,10.4,51.7,21.6,19.4,7.3,34.7,38.4,18.1,8.8,415.0,415.0
Springfield Southeast High Sch,Springfield SD 186,Springfield,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,441.8,427.4,48.3,38.0,10.3,3.4,67.8,17.6,13.4,1.1,46.8,40.3,10.5,2.4,261.0,263.0
Havana High School,Havana CUSD 126,Havana,Mason,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,478.7,461.5,29.0,38.7,29.0,3.2,46.8,25.8,27.4,0.0,38.5,34.6,23.1,3.8,62.0,62.0
Illini Central High School,Illini Central CUSD 189,Mason City,Mason,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,486.3,441.6,23.7,47.4,26.3,2.6,55.3,34.2,10.5,0.0,23.5,35.3,35.3,5.9,38.0,38.0
Midwest Central High School,Midwest Central CUSD 191,Manito,Mason,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,472.4,445.4,25.4,54.2,16.9,3.4,54.2,28.8,13.6,3.4,38.5,42.3,15.4,3.8,59.0,59.0
Pekin Community High School,Pekin CSD 303,Pekin,Tazewell,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,471.4,471.1,31.5,48.0,18.6,1.8,39.1,36.0,23.6,1.3,38.1,45.0,14.9,2.0,381.0,381.0
Washington Comm High School,Washington CHSD 308,Washington,Tazewell,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,528.4,525.5,15.9,38.9,28.2,16.9,23.6,29.2,37.2,10.0,19.4,43.9,20.6,16.1,301.0,301.0
East Peoria High School,East Peoria CHSD 309,East Peoria,Tazewell,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,470.4,448.3,32.2,45.1,17.6,5.2,56.7,22.7,19.3,1.3,37.2,45.1,15.0,2.7,233.0,233.0
Dee-Mack High School,Deer Creek-Mackinaw CUSD 701,Mackinaw,Tazewell,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,492.1,457.4,23.6,48.6,22.2,5.6,43.1,38.9,16.7,1.4,32.4,47.1,20.6,0.0,72.0,72.0
Tremont High School,Tremont CUSD 702,Tremont,Tazewell,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,518.7,499.6,15.5,41.7,33.3,9.5,31.3,27.7,41.0,0.0,17.5,42.5,37.5,2.5,83.0,84.0
Delavan High School,Delavan CUSD 703,Delavan,Tazewell,UNIT,SMALL,HIGH SCHOOL,9 - 12,427.2,414.4,61.1,38.9,0.0,0.0,66.7,27.8,5.6,0.0,,,,,18.0,18.0
Morton High School,Morton CUSD 709,Morton,Tazewell,UNIT,LARGE,HIGH SCHOOL,9 - 12,520.1,500.7,12.2,43.9,27.4,16.5,31.3,26.1,31.7,10.9,14.3,42.9,26.8,16.1,236.0,236.0
Fieldcrest High School,Fieldcrest CUSD 6,Minonk,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,482.5,470.0,26.3,38.6,31.6,3.5,36.8,38.6,22.8,1.8,39.3,39.3,17.9,3.6,57.0,57.0
El Paso-Gridley High School,El Paso-Gridley CUSD 11,El Paso,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,508.6,496.4,20.4,40.8,28.6,10.2,34.7,30.6,28.6,6.1,28.3,37.0,23.9,10.9,98.0,98.0
Lowpoint-Washburn Jr Sr High Sch,Lowpoint-Washburn CUSD 21,Washburn,Woodford,UNIT,SMALL,HIGH SCHOOL,6 - 12,462.9,422.9,29.4,58.8,5.9,5.9,70.6,17.6,11.8,0.0,,,,,17.0,17.0
Roanoke-Benson High School,Roanoke Benson CUSD 60,Roanoke,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,502.0,484.7,20.0,50.0,16.7,13.3,43.3,23.3,30.0,3.3,35.3,41.2,5.9,17.6,30.0,30.0
Metamora High School,County of Woodford School,Metamora,Woodford,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,513.7,517.7,19.2,41.5,27.9,11.4,28.1,23.7,38.6,9.6,22.6,42.7,23.4,11.3,228.0,229.0
Eureka High School,Eureka CUD 140,Eureka,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,523.7,515.0,15.3,41.4,32.4,10.8,28.8,28.8,36.0,6.3,18.0,44.3,26.2,11.5,111.0,111.0
Westville High School,Westville CUSD 2,Westville,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,450.3,433.3,35.4,49.4,13.9,1.3,67.1,24.1,8.9,0.0,40.0,37.5,20.0,2.5,79.0,79.0
Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,458.3,448.5,33.8,50.8,13.8,1.5,49.2,29.2,21.5,0.0,34.3,45.7,17.1,2.9,65.0,65.0
Hoopeston Area High School,Hoopeston Area CUSD 11,Hoopeston,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,460.7,442.1,37.3,43.3,17.9,1.5,56.7,32.8,10.4,0.0,38.2,44.1,14.7,2.9,67.0,67.0
Oakwood High School,Oakwood CUSD 76,Fithian,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,458.2,462.1,35.1,47.4,14.0,3.5,48.3,31.0,19.0,1.7,46.7,43.3,10.0,0.0,58.0,57.0
Danville High School,Danville CCSD 118,Danville,Vermilion,UNIT,LARGE,HIGH SCHOOL,9 - 12,432.5,410.3,54.9,34.5,7.2,3.4,71.5,19.4,9.1,0.0,55.6,32.6,8.9,3.0,263.0,264.0
Armstrong High School,Armstrong Twp HSD 225,Armstrong,Vermilion,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,472.2,460.8,33.3,47.2,19.4,0.0,41.7,33.3,25.0,0.0,33.3,66.7,0.0,0.0,36.0,36.0
Salt Fork High School,Salt Fork Community Unit District  512,Catlin,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,462.7,449.6,37.8,45.9,12.2,4.1,50.0,35.1,14.9,0.0,51.2,37.2,4.7,7.0,74.0,74.0
Bismarck Henning Rossville Alvin Cooperative High School,Bismarck Henning Rossville Alvin Cooperative High School,Bismarck,Vermilion,HIGH SCHOOL,,HIGH SCHOOL,9 - 12,473.6,457.0,36.4,40.3,15.6,7.8,46.8,29.9,22.1,1.3,43.2,36.4,18.2,2.3,77.0,77.0
Beecher High School,Beecher CUSD 200U,Beecher,Will,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,489.4,447.4,25.9,47.1,21.2,5.9,49.4,37.6,10.6,2.4,21.4,52.4,19.0,7.1,85.0,85.0
Crete-Monee High School,Crete Monee CUSD 201U,Crete,Will,UNIT,LARGE,HIGH SCHOOL,9 - 12,442.2,414.7,44.2,43.6,9.6,2.5,69.4,21.0,8.5,1.1,52.7,41.4,4.3,1.6,355.0,355.0
Plainfield High School,Plainfield SD 202,Plainfield,Will,UNIT,LARGE,HIGH SCHOOL,9 - 12,485.7,481.4,27.8,43.1,21.5,7.6,41.2,29.9,24.7,4.2,32.5,42.4,18.0,7.1,502.0,503.0
Plainfield South High School,Plainfield SD 202,Plainfield,Will,UNIT,LARGE,HIGH SCHOOL,9 - 12,474.7,465.3,33.9,41.9,17.0,7.2,46.4,31.2,18.8,3.6,39.1,39.1,15.4,6.4,555.0,559.0
Plainfield North High School,Plainfield SD 202,Plainfield,Will,UNIT,LARGE,HIGH SCHOOL,9 - 12,523.4,514.2,16.0,39.7,33.3,11.0,28.8,28.7,34.4,8.1,18.3,40.8,29.4,11.4,579.0,580.0
Plainfield East High School,Plainfield SD 202,Plainfield,Will,UNIT,LARGE,HIGH SCHOOL,9 - 12,501.7,491.9,24.1,42.8,21.9,11.2,39.3,24.9,30.4,5.5,27.8,41.2,20.4,10.6,494.0,493.0
Joliet Central High School,Joliet Twp HSD 204,Joliet,Will,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,441.8,425.6,47.7,38.6,12.2,1.6,64.9,23.4,11.1,0.5,49.6,36.3,12.0,2.1,772.0,772.0
Joliet West High School,Joliet Twp HSD 204,Joliet,Will,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,465.9,448.3,36.2,43.2,16.3,4.3,54.6,27.8,15.5,2.1,41.7,42.2,12.6,3.4,860.0,862.0
Lockport Township High Sch East,Lockport Twp HSD 205,Lockport,Will,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,498.6,492.6,22.5,44.7,24.2,8.6,37.3,28.5,26.8,7.4,26.2,42.6,21.4,9.8,967.0,967.0
Peotone High School,Peotone CUSD 207U,Peotone,Will,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,488.8,451.1,28.7,42.6,21.7,7.0,53.9,20.9,24.3,0.9,39.7,38.2,11.8,10.3,115.0,115.0
Wilmington High School,Wilmington CUSD 209U,Wilmington,Will,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,466.7,451.0,26.0,53.1,18.8,2.1,49.0,33.3,17.7,0.0,37.5,50.0,8.3,4.2,96.0,96.0
Lincoln-Way Central High School,Lincoln Way CHSD 210,New Lenox,Will,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,535.7,536.1,11.1,41.6,30.4,16.9,23.8,23.1,38.9,14.2,13.0,40.8,27.7,18.5,450.0,450.0
Lincoln-Way East High School,Lincoln Way CHSD 210,Frankfort,Will,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,547.1,551.0,9.3,38.3,33.1,19.3,16.5,25.0,44.9,13.6,13.0,35.8,32.7,18.5,653.0,653.0
Lincoln Way West,Lincoln Way CHSD 210,New Lenox,Will,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,535.0,545.6,13.7,36.9,32.7,16.7,18.0,27.3,41.7,13.1,17.8,39.3,28.5,14.5,445.0,445.0
Reed-Custer High School,Reed Custer CUSD 255U,Braidwood,Will,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,490.7,461.7,21.3,50.8,24.6,3.3,48.4,28.7,22.1,0.8,25.0,53.1,20.3,1.6,122.0,122.0
Bolingbrook High School,Valley View CUSD 365U,Bolingbrook,Will,UNIT,LARGE,HIGH SCHOOL,9 - 12,470.0,456.8,36.7,40.9,15.1,7.3,52.8,26.5,17.6,3.1,40.2,38.7,13.6,7.6,923.0,932.0
Romeoville High School,Valley View CUSD 365U,Romeoville,Will,UNIT,LARGE,HIGH SCHOOL,9 - 12,477.2,474.7,29.5,45.2,19.9,5.4,42.8,29.9,24.9,2.4,31.3,47.7,15.6,5.3,502.0,502.0
University High School,ISU  Laboratory Schools,Normal,State Of Illinois,UNIT,,HIGH SCHOOL,9 - 12,571.7,552.9,4.7,31.5,37.6,26.2,16.8,25.5,45.0,12.8,4.8,30.6,40.3,24.2,149.0,149.0
