tract_number,tract_county,tract_state,Hispanic or Latino (of any race) (percentage),Not Hispanic or Latino (percentage),White alone (percentage),Black or African American alone (percentage),American Indian and Alaska Native alone (percentage),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (percentage),Some Other Race alone (percentage),Two or More Races alone (percentage),Total population,Hispanic or Latino (of any race),Not Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races alone,"18-24, less than high school graduate (percentage)","18-24, high school graduate (includes equivalency) (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate (includes equivalency) (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Population 18 to 24 years,"18-24, less than high school graduate","18-24, high school graduate (includes equivalency)","18-24, some college or associate's degree","18-24, bachelor's degree or higher",Population 25 years and over,"25 and over, less than 9th grade","25 and over, 9th to 12th grade, no diploma","25 and over, high school graduate (includes equivalency)","25 and over, some college, no degree","25 and over, associate's degree","25 and over, bachelor's degree","25 and over, graduate or professional degree",total_households,Median income (dollars),Mean income (dollars)
5502.02,Fulton County,Arkansas,0.0%,100.0%,95.5%,0.0%,0.0%,0.0%,0.0%,0.0%,4.5%,3285.0,1,3284,3137,0,0,0,0,0,147,0.0%,90.0%,3.0%,6.9%,4.5%,9.2%,43.1%,18.6%,10.5%,5.5%,8.6%,331,0,298,10,23,2145,97,198,925,398,225,118,184,"1,204","43,734","57,980"
103.01,Garland County,Arkansas,12.0%,88.0%,78.9%,5.3%,0.0%,0.0%,1.5%,0.0%,2.3%,3604.0,434,3170,2843,190,0,0,53,0,84,24.1%,30.5%,38.6%,6.8%,1.1%,11.2%,49.9%,19.2%,9.8%,6.9%,1.8%,220,53,67,85,15,2874,32,322,1434,553,283,197,53,"1,733","53,497","60,112"
103.02,Garland County,Arkansas,4.2%,95.8%,90.4%,1.4%,0.7%,0.1%,0.0%,0.0%,3.2%,2045.0,86,1959,1849,28,14,2,0,0,66,5.2%,21.6%,21.1%,52.1%,1.4%,6.2%,30.9%,24.7%,20.5%,9.9%,6.4%,213,11,46,45,111,1382,19,86,427,342,283,137,88,756,"78,234","86,295"
104.01,Garland County,Arkansas,0.9%,99.1%,95.4%,0.3%,0.2%,1.0%,0.0%,0.8%,1.5%,3980.0,35,3945,3795,13,9,39,0,31,58,25.4%,49.2%,23.8%,1.6%,0.9%,4.9%,33.3%,25.8%,5.9%,17.7%,11.5%,193,49,95,46,3,3215,28,158,1071,829,190,569,370,"1,889","64,866","82,283"
104.02,Garland County,Arkansas,2.7%,97.3%,93.0%,0.2%,0.0%,1.0%,0.0%,0.0%,3.1%,3749.0,100,3649,3485,8,0,38,0,0,118,3.6%,27.8%,61.6%,7.0%,3.3%,6.8%,44.6%,26.4%,11.2%,5.2%,2.5%,302,11,84,186,21,2766,91,188,1233,730,309,145,70,"1,469","59,112","70,149"
105.01,Garland County,Arkansas,10.1%,89.9%,85.2%,1.0%,0.0%,0.0%,0.0%,0.0%,3.8%,4590.0,463,4127,3909,45,0,0,0,0,173,3.5%,80.2%,7.9%,8.4%,0.5%,3.3%,27.9%,26.6%,11.7%,20.9%,9.1%,202,7,162,16,17,3261,16,107,910,869,380,682,297,"1,743","84,014","89,295"
105.02,Garland County,Arkansas,6.9%,93.1%,83.1%,1.1%,0.3%,0.0%,0.0%,0.0%,8.7%,2217.0,153,2064,1842,24,6,0,0,0,192,5.2%,34.3%,26.7%,33.8%,9.1%,13.0%,30.4%,24.3%,8.4%,12.7%,2.1%,210,11,72,56,71,1412,129,184,429,343,119,179,29,820,"54,634","59,925"
106.01,Garland County,Arkansas,9.7%,90.3%,83.1%,1.9%,0.2%,0.0%,1.5%,0.0%,3.7%,1614.0,156,1458,1341,30,3,0,25,0,59,0.0%,41.8%,58.2%,0.0%,6.5%,8.7%,25.5%,31.5%,13.5%,13.3%,1.1%,122,0,51,71,0,1217,79,106,310,383,164,162,13,739,"48,281","66,964"
106.02,Garland County,Arkansas,14.5%,85.5%,30.4%,46.5%,1.6%,0.0%,0.0%,0.0%,7.1%,2088.0,302,1786,634,971,33,0,0,0,148,11.1%,28.7%,60.2%,0.0%,7.6%,15.3%,36.3%,23.3%,11.8%,5.7%,0.0%,216,24,62,130,0,1240,94,190,450,289,146,71,0,934,"27,656","37,451"
107.0,Garland County,Arkansas,8.4%,91.6%,68.6%,18.7%,0.0%,0.0%,0.0%,0.0%,4.3%,1787.0,151,1636,1225,334,0,0,0,0,77,44.1%,37.8%,11.8%,6.3%,8.0%,8.5%,35.8%,26.6%,3.1%,15.0%,3.1%,127,56,48,15,8,1376,110,117,492,366,42,206,43,982,"15,000","35,491"
108.0,Garland County,Arkansas,5.5%,94.5%,74.7%,12.6%,2.2%,1.5%,0.0%,0.0%,3.5%,2596.0,143,2453,1939,327,58,39,0,0,90,0.6%,55.3%,44.0%,0.0%,5.5%,8.1%,35.1%,24.4%,5.8%,12.9%,8.3%,477,3,264,210,0,1778,97,144,624,433,103,229,148,"1,248","33,111","43,448"
109.0,Garland County,Arkansas,6.3%,93.7%,83.8%,4.7%,1.1%,0.4%,0.0%,0.0%,3.6%,3626.0,229,3397,3039,172,41,14,0,0,131,12.1%,72.1%,15.8%,0.0%,0.9%,8.6%,28.8%,31.5%,6.7%,18.5%,4.9%,265,32,191,42,0,2752,26,237,793,867,184,509,136,"1,815","40,950","61,157"
110.01,Garland County,Arkansas,2.3%,97.7%,84.5%,8.1%,0.0%,0.5%,0.0%,0.5%,4.2%,3100.0,71,3029,2620,250,0,15,0,15,129,53.1%,30.2%,16.7%,0.0%,3.0%,6.4%,32.2%,15.8%,12.9%,12.4%,17.2%,96,51,29,16,0,2147,65,138,692,339,278,266,369,"1,362","46,905","57,836"
110.02,Garland County,Arkansas,15.2%,84.8%,75.9%,1.8%,0.8%,0.0%,0.0%,0.0%,6.3%,1553.0,236,1317,1179,28,12,0,0,0,98,5.9%,73.1%,12.9%,8.1%,0.0%,17.1%,38.2%,25.3%,13.8%,3.1%,2.6%,186,11,136,24,15,1081,0,185,413,273,149,33,28,609,"50,281","51,037"
111.01,Garland County,Arkansas,0.9%,99.1%,93.3%,1.3%,0.0%,0.0%,0.0%,0.0%,4.5%,5344.0,50,5294,4987,68,0,0,0,0,239,9.3%,53.7%,14.7%,22.3%,3.6%,7.8%,33.2%,21.3%,8.2%,18.8%,7.1%,421,39,226,62,94,3836,138,300,1274,816,314,722,272,"2,087","64,848","84,936"
111.02,Garland County,Arkansas,2.8%,97.2%,93.8%,0.4%,0.0%,0.2%,0.0%,0.0%,2.8%,4147.0,115,4032,3888,16,0,10,0,0,118,6.9%,48.4%,26.6%,18.1%,0.0%,7.1%,37.1%,19.6%,10.9%,14.0%,11.3%,248,17,120,66,45,2891,0,205,1072,568,316,404,326,"1,486","64,500","76,103"
112.01,Garland County,Arkansas,7.7%,92.3%,80.9%,6.6%,1.8%,0.0%,0.3%,0.0%,2.6%,5699.0,441,5258,4610,376,104,0,19,0,149,0.0%,73.7%,26.3%,0.0%,0.3%,2.0%,28.5%,23.9%,12.0%,20.1%,13.2%,247,0,182,65,0,3727,12,74,1061,892,447,750,491,"2,076","68,172","80,158"
112.02,Garland County,Arkansas,5.6%,94.4%,88.4%,4.6%,0.0%,0.0%,0.2%,0.0%,1.1%,3462.0,194,3268,3062,160,0,0,7,0,39,42.0%,24.7%,33.3%,0.0%,1.0%,6.8%,28.1%,28.9%,9.0%,17.5%,8.6%,81,34,20,27,0,2505,25,171,705,724,225,439,216,"1,507","62,068","82,325"
113.0,Garland County,Arkansas,15.0%,85.0%,57.5%,22.7%,0.0%,0.0%,0.0%,0.3%,4.4%,5103.0,768,4335,2934,1158,0,0,0,16,227,12.1%,57.1%,20.6%,10.3%,3.1%,5.2%,32.8%,26.6%,8.8%,17.3%,6.2%,282,34,161,58,29,3693,114,193,1210,982,326,638,230,"2,318","41,937","54,786"
114.0,Garland County,Arkansas,19.6%,80.4%,57.0%,16.8%,0.0%,1.9%,0.0%,0.0%,4.6%,3131.0,613,2518,1786,527,0,61,0,0,144,31.9%,31.3%,36.8%,0.0%,7.2%,11.9%,31.7%,30.6%,7.9%,6.5%,4.2%,473,151,148,174,0,1868,135,222,593,571,147,121,79,"1,274","32,215","42,921"
115.0,Garland County,Arkansas,16.1%,83.9%,43.1%,38.6%,0.3%,0.0%,0.0%,0.3%,1.7%,2381.0,383,1998,1026,918,7,0,0,7,40,11.3%,4.2%,84.5%,0.0%,4.0%,12.2%,37.3%,20.0%,2.9%,17.9%,5.7%,238,27,10,201,0,1572,63,192,587,314,46,281,89,"1,143","30,653","41,824"
116.01,Garland County,Arkansas,11.4%,88.6%,73.9%,7.9%,0.0%,2.3%,0.0%,0.0%,4.6%,4930.0,560,4370,3643,389,0,112,0,0,226,7.0%,55.7%,34.2%,3.0%,1.5%,2.8%,25.0%,20.2%,10.4%,24.9%,15.2%,558,39,311,191,17,3251,50,90,812,658,338,810,493,"1,982","70,732","94,115"
116.02,Garland County,Arkansas,8.8%,91.2%,80.6%,4.4%,0.4%,0.7%,0.3%,0.0%,4.9%,5925.0,523,5402,4773,259,23,41,16,0,290,0.6%,72.0%,18.3%,9.1%,1.9%,8.0%,22.5%,20.4%,9.7%,22.5%,15.0%,471,3,339,86,43,4199,78,338,945,858,407,945,628,"2,288","88,611","114,425"
117.01,Garland County,Arkansas,8.0%,92.0%,60.5%,23.2%,0.0%,1.1%,0.0%,0.0%,7.3%,3308.0,264,3044,2000,766,0,37,0,0,241,0.0%,69.6%,30.4%,0.0%,3.7%,4.1%,28.2%,15.0%,14.8%,18.4%,15.9%,375,0,261,114,0,2641,98,107,745,396,391,485,419,"1,901","52,781","66,850"
117.02,Garland County,Arkansas,10.5%,89.5%,70.1%,17.4%,0.0%,0.0%,0.0%,0.0%,1.9%,1205.0,127,1078,845,210,0,0,0,0,23,42.9%,57.1%,0.0%,0.0%,3.4%,17.8%,31.3%,17.7%,5.9%,20.6%,3.4%,42,18,24,0,0,888,30,158,278,157,52,183,30,504,"35,357","61,055"
118.01,Garland County,Arkansas,3.4%,96.6%,77.1%,4.1%,0.0%,10.2%,0.0%,0.0%,5.2%,1976.0,68,1908,1523,82,0,201,0,0,102,0.0%,29.7%,70.3%,0.0%,6.7%,12.3%,17.4%,21.3%,6.0%,19.6%,16.7%,148,0,44,104,0,1661,111,205,289,353,99,326,278,"1,056","65,938","86,215"
118.02,Garland County,Arkansas,9.8%,90.2%,78.6%,5.0%,0.8%,2.1%,0.0%,0.0%,3.8%,2211.0,216,1995,1737,110,17,46,0,0,85,0.0%,0.0%,100.0%,0.0%,1.7%,0.9%,32.0%,22.9%,7.2%,19.5%,15.8%,100,0,0,100,0,1908,33,17,610,437,138,372,301,"1,213","56,865","95,072"
119.01,Garland County,Arkansas,1.1%,98.9%,85.5%,4.9%,0.0%,2.0%,0.0%,0.0%,6.5%,3530.0,38,3492,3018,173,0,72,0,0,229,17.8%,57.3%,24.8%,0.0%,3.1%,3.2%,37.0%,17.3%,7.7%,21.9%,9.7%,157,28,90,39,0,2393,75,77,886,415,184,524,232,"1,361","69,009","108,199"
119.02,Garland County,Arkansas,0.6%,99.4%,94.9%,2.3%,1.2%,0.8%,0.0%,0.0%,0.2%,2484.0,14,2470,2358,57,30,19,0,0,6,19.5%,0.0%,69.2%,11.4%,2.7%,3.6%,13.0%,22.7%,11.1%,27.3%,19.6%,185,36,0,128,21,1927,52,70,250,438,214,526,377,"1,010","89,000","154,929"
120.01,Garland County,Arkansas,2.7%,97.3%,93.7%,1.3%,0.6%,0.0%,0.0%,0.0%,1.6%,4671.0,128,4543,4379,62,29,0,0,0,73,0.0%,100.0%,0.0%,0.0%,1.8%,1.3%,29.1%,26.0%,17.9%,12.3%,11.7%,83,0,83,0,0,4090,72,55,1189,1063,732,502,477,"2,381","57,569","65,448"
120.02,Garland County,Arkansas,2.9%,97.1%,88.5%,0.9%,0.0%,0.5%,0.0%,0.0%,7.1%,4006.0,118,3888,3547,36,0,20,0,0,285,42.9%,49.5%,7.7%,0.0%,0.4%,3.6%,22.2%,30.5%,9.4%,20.1%,13.8%,196,84,97,15,0,3373,12,120,749,1030,317,679,466,"2,076","52,789","73,001"
4701.0,Grant County,Arkansas,3.8%,96.2%,91.0%,2.0%,0.2%,0.0%,0.0%,0.0%,3.0%,4664.0,179,4485,4242,94,11,0,0,0,138,8.3%,68.9%,7.8%,15.0%,0.9%,6.4%,41.9%,21.1%,8.2%,16.8%,4.7%,412,34,284,32,62,3352,31,214,1404,708,274,563,158,"1,889","78,618","97,602"
4702.0,Grant County,Arkansas,1.7%,98.3%,94.0%,1.6%,0.0%,1.5%,0.0%,0.0%,1.2%,3386.0,57,3329,3184,53,0,51,0,0,41,1.8%,84.6%,5.1%,8.5%,3.3%,8.6%,40.4%,24.5%,6.8%,11.1%,5.3%,435,8,368,22,37,2325,77,201,939,570,157,258,123,"1,231","86,164","129,044"
4703.0,Grant County,Arkansas,3.7%,96.3%,90.7%,3.1%,0.1%,0.1%,0.0%,0.1%,2.2%,3979.0,146,3833,3610,125,3,2,0,4,89,12.6%,61.0%,20.1%,6.3%,2.6%,6.1%,45.4%,19.4%,8.1%,14.3%,4.1%,318,40,194,64,20,2814,74,172,1278,545,229,402,114,"1,389","65,815","81,094"
4704.01,Grant County,Arkansas,2.4%,97.6%,89.4%,2.3%,0.0%,0.3%,0.9%,2.0%,2.8%,3834.0,91,3743,3426,87,0,13,34,76,107,27.2%,30.9%,42.0%,0.0%,2.4%,5.0%,37.0%,24.6%,3.8%,19.2%,8.0%,162,44,50,68,0,2742,66,136,1015,674,105,527,219,"1,533","61,655","78,054"
4704.02,Grant County,Arkansas,0.8%,99.2%,93.2%,4.9%,0.3%,0.0%,0.0%,0.3%,0.5%,2248.0,17,2231,2096,110,6,0,0,7,12,3.1%,28.5%,62.7%,5.7%,6.2%,4.6%,45.5%,16.4%,7.3%,17.4%,2.6%,193,6,55,121,11,1490,92,68,678,244,109,260,39,913,"65,583","64,106"
4801.0,Greene County,Arkansas,1.4%,98.6%,87.3%,0.0%,0.0%,0.0%,0.0%,9.3%,2.0%,2985.0,41,2944,2607,0,0,0,0,277,60,8.3%,67.4%,15.0%,9.3%,6.7%,13.4%,44.5%,11.0%,7.6%,13.5%,3.2%,193,16,130,29,18,2017,136,271,897,221,154,273,65,"1,204","51,967","60,571"
4802.0,Greene County,Arkansas,1.4%,98.6%,95.9%,0.0%,0.1%,0.0%,0.0%,0.0%,2.6%,4407.0,62,4345,4226,2,4,0,0,0,113,17.8%,42.0%,38.8%,1.3%,2.8%,6.5%,41.3%,23.1%,9.7%,13.0%,3.5%,376,67,158,146,5,2976,84,193,1230,688,290,388,103,"1,790","65,476","75,190"
4803.0,Greene County,Arkansas,0.0%,100.0%,97.8%,0.5%,0.0%,0.6%,0.0%,0.0%,1.1%,3175.0,0,3175,3106,15,0,18,0,0,36,13.4%,31.5%,22.8%,32.2%,2.9%,8.6%,43.4%,16.3%,6.2%,15.8%,6.8%,149,20,47,34,48,2297,66,197,998,374,143,363,156,"1,196","67,857","83,343"
4804.01,Greene County,Arkansas,0.7%,99.3%,96.7%,1.1%,0.3%,0.0%,0.0%,0.0%,1.2%,4614.0,30,4584,4461,53,14,0,0,0,56,6.9%,54.1%,37.8%,1.3%,6.6%,4.4%,39.3%,23.9%,6.0%,11.7%,8.1%,320,22,173,121,4,3167,209,138,1245,758,190,371,256,"1,768","45,625","59,111"
4804.02,Greene County,Arkansas,6.9%,93.1%,78.4%,6.9%,0.0%,0.0%,6.2%,0.0%,1.6%,3062.0,210,2852,2401,212,0,0,190,0,49,3.7%,57.8%,18.9%,19.7%,1.7%,21.4%,51.7%,11.7%,2.5%,4.1%,6.8%,244,9,141,46,48,1967,34,421,1017,230,50,81,134,"1,190","54,303","55,439"
4805.01,Greene County,Arkansas,4.7%,95.3%,70.0%,10.9%,0.0%,0.0%,0.6%,0.0%,13.8%,4235.0,198,4037,2966,462,0,0,24,0,585,23.8%,37.5%,38.7%,0.0%,4.6%,13.1%,45.6%,17.3%,7.3%,7.4%,4.7%,475,113,178,184,0,2233,103,293,1018,387,163,165,104,"1,507","48,371","54,772"
4805.02,Greene County,Arkansas,5.1%,94.9%,88.5%,2.7%,0.2%,0.0%,0.0%,0.7%,2.8%,2974.0,151,2823,2633,79,7,0,0,22,82,42.8%,27.6%,29.6%,0.0%,4.1%,6.7%,57.3%,24.6%,5.2%,1.3%,0.8%,250,107,69,74,0,2198,90,148,1260,540,114,28,18,"1,345","30,918","41,532"
4806.01,Greene County,Arkansas,0.2%,99.8%,98.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.9%,3313.0,8,3305,3274,0,0,0,0,0,31,0.0%,70.2%,29.8%,0.0%,5.0%,9.2%,43.8%,20.7%,8.4%,7.3%,5.7%,161,0,113,48,0,2582,128,237,1131,534,216,188,148,"1,376","70,170","79,212"
4806.02,Greene County,Arkansas,7.9%,92.1%,87.7%,0.4%,0.1%,0.1%,0.0%,0.0%,3.8%,4951.0,392,4559,4340,22,4,5,0,0,188,14.6%,14.9%,41.3%,29.2%,1.1%,5.4%,36.5%,24.5%,7.8%,10.7%,13.8%,404,59,60,167,118,3313,38,180,1210,813,260,354,458,"1,750","80,000","87,019"
4807.0,Greene County,Arkansas,12.4%,87.6%,82.0%,2.8%,0.6%,0.0%,0.0%,0.2%,2.0%,2195.0,272,1923,1800,61,14,0,0,4,44,71.3%,23.3%,3.0%,2.5%,8.7%,14.0%,49.9%,14.5%,7.6%,4.9%,0.5%,202,144,47,6,5,1468,128,205,732,213,111,72,7,826,"28,071","40,781"
4808.01,Greene County,Arkansas,2.0%,98.0%,92.8%,0.1%,0.0%,0.0%,0.0%,0.5%,4.6%,4778.0,96,4682,4435,4,0,0,0,25,218,0.4%,57.9%,21.8%,20.0%,1.5%,5.4%,34.9%,27.9%,11.9%,13.1%,5.4%,285,1,165,62,57,3475,53,188,1212,968,412,455,187,"1,956","76,888","90,502"
4808.02,Greene County,Arkansas,4.0%,96.0%,89.0%,2.1%,0.0%,2.7%,0.0%,0.0%,2.2%,5493.0,218,5275,4891,116,0,147,0,0,121,12.4%,53.6%,22.1%,11.9%,1.2%,10.0%,38.2%,19.1%,9.6%,14.3%,7.6%,732,91,392,162,87,3540,42,354,1353,675,340,506,270,"2,018","60,696","77,966"
4801.01,Hempstead County,Arkansas,15.6%,84.4%,50.9%,29.1%,0.0%,1.2%,0.0%,0.0%,3.2%,2582.0,403,2179,1314,751,0,31,0,0,83,20.2%,44.0%,33.3%,2.4%,4.3%,7.6%,39.1%,26.5%,12.6%,6.5%,3.4%,84,17,37,28,2,1700,73,129,665,450,215,111,57,824,"54,444","73,480"
4801.02,Hempstead County,Arkansas,0.6%,99.4%,69.2%,24.7%,0.4%,0.0%,0.0%,0.2%,4.8%,2469.0,16,2453,1709,611,11,0,0,4,118,1.9%,28.0%,67.8%,2.4%,4.2%,6.3%,33.6%,26.0%,5.2%,13.1%,11.5%,211,4,59,143,5,1640,69,103,551,427,86,215,189,847,"51,985","73,762"
4802.0,Hempstead County,Arkansas,0.0%,100.0%,71.3%,27.1%,0.0%,0.0%,0.0%,0.0%,1.6%,2092.0,0,2092,1492,566,0,0,0,0,34,13.3%,41.7%,45.0%,0.0%,0.7%,13.5%,50.2%,15.8%,11.6%,6.1%,2.1%,60,8,25,27,0,1672,12,225,840,264,194,102,35,"1,043","39,295","49,418"
4803.01,Hempstead County,Arkansas,17.7%,82.3%,12.8%,66.5%,0.0%,0.5%,0.0%,0.0%,2.5%,1738.0,307,1431,223,1156,0,9,0,0,43,0.0%,22.9%,77.1%,0.0%,9.3%,10.8%,52.7%,21.3%,2.3%,2.0%,1.6%,144,0,33,111,0,1265,118,136,667,270,29,25,20,842,"31,071","37,274"
4803.02,Hempstead County,Arkansas,13.1%,86.9%,48.2%,38.1%,0.6%,0.0%,0.0%,0.0%,0.0%,3427.0,448,2979,1651,1306,22,0,0,0,0,0.0%,37.2%,42.3%,20.5%,2.0%,9.5%,48.3%,17.5%,5.7%,11.5%,5.5%,298,0,111,126,61,2004,40,190,968,351,114,230,111,"1,175","56,875","65,411"
4804.0,Hempstead County,Arkansas,18.8%,81.2%,71.6%,3.5%,0.6%,1.6%,0.0%,0.5%,3.3%,3562.0,671,2891,2550,125,22,57,0,19,118,22.9%,32.9%,31.3%,12.9%,11.5%,7.0%,29.9%,27.2%,9.0%,10.8%,4.6%,240,55,79,75,31,2410,277,169,721,656,216,261,110,"1,352","61,111","68,291"
4805.0,Hempstead County,Arkansas,28.4%,71.6%,34.0%,34.9%,0.2%,0.2%,0.0%,0.0%,2.3%,3908.0,1110,2798,1330,1363,7,8,0,0,90,10.0%,45.0%,34.8%,10.2%,16.2%,9.4%,32.0%,19.1%,5.0%,10.1%,8.2%,460,46,207,160,47,2539,412,239,813,484,126,256,209,"1,371","54,361","88,663"
201.01,Hot Spring County,Arkansas,7.0%,93.0%,89.7%,0.4%,0.0%,0.0%,0.0%,0.0%,2.9%,3235.0,226,3009,2902,12,0,0,0,0,95,9.5%,40.2%,48.8%,1.5%,2.2%,3.3%,38.8%,21.5%,8.4%,17.3%,8.5%,336,32,135,164,5,2316,51,77,899,498,195,400,196,"1,362","56,786","66,284"
201.02,Hot Spring County,Arkansas,8.8%,91.2%,87.4%,0.8%,0.0%,0.0%,0.0%,0.2%,2.6%,4153.0,367,3786,3631,35,0,0,0,10,110,14.4%,44.9%,40.7%,0.0%,4.7%,11.3%,40.6%,16.7%,9.1%,10.9%,6.7%,486,70,218,198,0,2486,116,280,1010,416,227,271,166,"1,349","65,469","86,238"
202.0,Hot Spring County,Arkansas,6.4%,93.6%,45.8%,46.3%,0.0%,0.0%,0.0%,0.0%,1.6%,2940.0,188,2752,1346,1360,0,0,0,0,46,62.6%,24.0%,13.4%,0.0%,2.4%,19.2%,44.2%,23.0%,5.4%,3.7%,2.1%,179,112,43,24,0,2157,52,414,953,496,117,79,46,"1,141","37,388","43,670"
203.0,Hot Spring County,Arkansas,2.6%,97.4%,75.5%,19.0%,0.0%,0.0%,0.0%,0.0%,2.8%,1932.0,51,1881,1458,368,0,0,0,0,55,4.0%,12.8%,71.1%,12.1%,1.5%,3.6%,35.8%,25.4%,19.6%,8.2%,5.8%,149,6,19,106,18,1242,19,45,445,316,243,102,72,666,"71,354","72,638"
204.0,Hot Spring County,Arkansas,1.0%,99.0%,73.3%,20.2%,0.3%,0.0%,0.0%,0.0%,5.1%,5759.0,59,5700,4223,1165,17,0,0,0,295,18.0%,41.6%,29.0%,11.4%,1.6%,7.9%,46.8%,18.6%,9.2%,11.1%,4.8%,466,84,194,135,53,3960,64,313,1855,735,365,438,190,"2,263","50,260","57,603"
205.0,Hot Spring County,Arkansas,2.8%,97.2%,77.5%,15.1%,0.3%,0.0%,0.0%,0.0%,4.2%,5678.0,160,5518,4402,857,19,0,0,0,240,29.6%,33.6%,33.6%,3.3%,4.2%,8.0%,44.7%,25.3%,5.6%,8.4%,3.7%,453,134,152,152,15,4671,197,374,2090,1182,262,394,172,"1,552","69,407","73,306"
206.0,Hot Spring County,Arkansas,2.9%,97.1%,94.4%,0.0%,0.1%,0.2%,0.0%,0.0%,2.5%,3720.0,107,3613,3510,0,2,9,0,0,92,15.8%,38.3%,46.0%,0.0%,0.9%,4.8%,36.8%,22.7%,7.5%,17.3%,10.1%,298,47,114,137,0,2834,25,135,1043,642,212,490,287,"1,458","57,500","77,205"
207.01,Hot Spring County,Arkansas,0.0%,100.0%,95.6%,0.0%,1.6%,0.0%,0.0%,0.2%,2.6%,2248.0,0,2248,2150,0,35,0,0,5,58,0.0%,14.8%,78.7%,6.6%,0.0%,12.4%,32.5%,37.1%,8.4%,6.0%,3.6%,61,0,9,48,4,1739,0,216,565,645,146,105,62,967,"51,784","60,848"
207.02,Hot Spring County,Arkansas,4.7%,95.3%,94.0%,0.0%,0.2%,0.0%,0.0%,0.0%,1.0%,3477.0,165,3312,3270,0,7,1,0,0,34,3.6%,48.4%,5.4%,42.6%,0.0%,6.4%,37.9%,35.4%,8.0%,4.9%,7.3%,223,8,108,12,95,2587,0,166,981,916,207,128,189,"1,343","58,352","69,161"
9501.0,Howard County,Arkansas,0.2%,99.8%,93.5%,2.3%,0.2%,0.0%,0.0%,0.0%,3.8%,3951.0,6,3945,3696,90,9,0,0,0,150,18.3%,64.0%,13.4%,4.4%,3.4%,9.8%,39.9%,17.9%,6.6%,15.0%,7.4%,367,67,235,49,16,2688,92,263,1073,481,177,403,199,"1,769","32,852","60,469"
9502.0,Howard County,Arkansas,13.5%,86.5%,48.1%,34.5%,0.1%,0.1%,0.0%,0.0%,3.7%,4709.0,637,4072,2266,1625,5,3,0,0,173,9.7%,56.6%,23.6%,10.1%,3.3%,6.0%,44.4%,20.7%,12.5%,11.3%,1.7%,318,31,180,75,32,3111,102,188,1381,645,390,353,52,"1,765","61,250","72,097"
9503.0,Howard County,Arkansas,22.7%,77.3%,50.1%,22.8%,0.5%,1.8%,0.0%,0.0%,2.2%,4041.0,916,3125,2023,921,20,72,0,0,89,12.4%,44.9%,42.7%,0.0%,5.2%,4.3%,46.9%,21.5%,6.9%,8.7%,6.4%,314,39,141,134,0,2613,135,113,1225,563,181,228,168,"1,635","39,182","55,084"
4901.01,Independence County,Arkansas,1.9%,98.1%,90.6%,0.0%,1.2%,0.2%,0.0%,0.0%,6.0%,2299.0,43,2256,2084,0,28,5,0,0,139,9.8%,12.2%,78.0%,0.0%,1.7%,10.5%,37.8%,24.5%,6.5%,15.8%,3.1%,123,12,15,96,0,1850,32,194,700,453,121,292,58,"1,028","52,273","72,545"
4901.02,Independence County,Arkansas,0.8%,99.2%,97.1%,0.0%,0.0%,0.4%,0.0%,0.0%,1.8%,3638.0,29,3609,3531,0,0,14,0,0,64,45.3%,28.1%,21.9%,4.7%,6.5%,7.3%,39.9%,23.7%,8.4%,9.3%,4.8%,278,126,78,61,13,2576,168,189,1029,610,216,240,124,"1,445","73,203","118,244"
4902.0,Independence County,Arkansas,11.8%,88.2%,83.8%,0.2%,0.4%,0.0%,0.0%,0.0%,3.8%,2497.0,294,2203,2093,5,9,0,0,0,96,19.4%,44.4%,12.9%,23.4%,12.3%,2.3%,38.3%,16.6%,20.2%,5.5%,4.8%,124,24,55,16,29,1665,204,39,637,277,336,92,80,861,"53,254","75,294"
4903.0,Independence County,Arkansas,10.9%,89.1%,74.6%,5.8%,0.0%,4.4%,0.0%,1.2%,3.1%,6376.0,697,5679,4758,368,0,279,2,77,195,8.0%,22.3%,67.3%,2.4%,4.7%,7.4%,34.3%,21.9%,7.8%,15.4%,8.5%,1001,80,223,674,24,4233,199,313,1452,926,331,652,360,"2,485","59,306","73,407"
4904.0,Independence County,Arkansas,3.3%,96.7%,89.2%,1.2%,0.0%,0.0%,0.0%,0.0%,6.4%,4426.0,144,4282,3946,53,1,0,0,0,282,15.9%,38.5%,43.3%,2.3%,3.2%,11.6%,38.0%,26.5%,10.6%,7.8%,2.3%,439,70,169,190,10,3081,99,358,1172,815,326,241,70,"1,880","43,869","58,274"
4905.0,Independence County,Arkansas,14.9%,85.1%,77.5%,3.1%,0.0%,1.7%,0.0%,2.6%,0.2%,3329.0,497,2832,2580,102,0,56,0,87,7,26.2%,50.0%,23.8%,0.0%,2.1%,5.1%,35.8%,15.4%,6.7%,20.4%,14.4%,164,43,82,39,0,2329,50,119,834,358,157,475,336,"1,357","69,526","103,519"
