District Name,School Name,Number of Test Takers,Math Avg,Math % Met,English Avg,English % Met,Reading Avg,Reading % Met,Science Avg,Science % Met,All % Met,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
CLARKSVILLE SCHOOL DISTRICT,CLARKSVILLE HIGH SCHOOL,146,17,11.00%,17.6,47.90%,18.8,27.40%,18.7,19.90%,6.80%,Arkansas,35.492719,-93.5205641,,N/A,Johnson County,N/A,5071,,951900,5071951900,2022,951900,Johnson County,Arkansas,795,0,232,549,14,2158,438,162,661,377,113,214,193,0,29.2,69.1,1.8,20.3,7.5,30.6,17.5,5.2,9.9,8.9,1196,49224,73272,3630,879,24.2,2751,75.8,2329,64.2,189,5.2,0,0,61,1.7,36,1,26,0.7,110,3,17,18.8
LAMAR SCHOOL DISTRICT,LAMAR HIGH SCHOOL,64,17,6.30%,16.5,39.10%,17.8,29.70%,18.7,17.20%,4.70%,Arkansas,35.4385484,-93.3989373,358 Lewis Street,72846,Johnson County,Lamar,5071,"358 Lewis Street, Lamar, Arkansas, 72846",952200,5071952200,2022,952200,Johnson County,Arkansas,193,29,76,64,24,3367,200,334,1374,698,225,332,204,15,39.4,33.2,12.4,5.9,9.9,40.8,20.7,6.7,9.9,6.1,1952,49318,62653,5045,255,5.1,4790,94.9,4581,90.8,40,0.8,0,0,3,0.1,0,0,0,0,166,3.3,17,17.8
WESTSIDE SCHOOL DISTRICT (JOHNSON),WESTSIDE HIGH SCHOOL,38,15.2,2.60%,13.2,13.20%,15.6,10.50%,15.5,5.30%,0.00%,Arkansas,35.8562494,-90.8026742,1630 Arkansas 91,72404,Craighead County,Jonesboro,5031,"1630 Arkansas 91, Jonesboro, Arkansas, 72404",702,5031000702,2022,702,Craighead County,Arkansas,233,27,121,53,32,2310,91,149,846,415,211,429,169,11.6,51.9,22.7,13.7,3.9,6.5,36.6,18,9.1,18.6,7.3,1422,55000,64975,3714,74,2,3640,98,2614,70.4,969,26.1,0,0,0,0,0,0,0,0,57,1.5,15.2,15.6
HOXIE SCHOOL DISTRICT,HOXIE HIGH SCHOOL,61,16.2,4.90%,17.2,47.50%,17.5,24.60%,17,6.60%,3.30%,Arkansas,36.0515763,-90.9807212,602 West Hartigan Street,72433,Lawrence County,Hoxie,5075,"602 West Hartigan Street, Hoxie, Arkansas, 72433",470501,5075470501,2022,470501,Lawrence County,Arkansas,239,21,93,116,9,1718,155,128,852,406,105,57,15,8.8,38.9,48.5,3.8,9,7.5,49.6,23.6,6.1,3.3,0.9,1177,33445,50198,2684,43,1.6,2641,98.4,2254,84,70,2.6,6,0.2,0,0,8,0.3,0,0,303,11.3,16.2,17.5
SLOAN-HENDRIX SCHOOL DISTRICT,SLOAN-HENDRIX HIGH SCHOOL,47,17.5,14.90%,18.6,44.70%,18.8,29.80%,19.3,19.10%,10.60%,Arkansas,36.2014797,-91.1869122,2 Greyhound Circle,72434,Lawrence County,Imboden,5075,"2 Greyhound Circle, Imboden, Arkansas, 72434",470200,5075470200,2022,470200,Lawrence County,Arkansas,395,29,251,97,18,2727,67,291,1141,672,275,217,64,7.3,63.5,24.6,4.6,2.5,10.7,41.8,24.6,10.1,8,2.3,1444,50000,66708,4224,74,1.8,4150,98.2,4032,95.5,0,0,3,0.1,4,0.1,0,0,0,0,111,2.6,17.5,18.8
HILLCREST SCHOOL DISTRICT,HILLCREST HIGH SCHOOL,24,16.3,8.30%,16.7,45.80%,16.7,20.80%,17.3,20.80%,4.20%,Arkansas,35.9647845,-91.3231241,146 South Main Street,72469,Lawrence County,Strawberry,5075,"146 South Main Street, Strawberry, Arkansas, 72469",470300,5075470300,2022,470300,Lawrence County,Arkansas,122,18,55,43,6,1316,64,151,545,290,71,138,57,14.8,45.1,35.2,4.9,4.9,11.5,41.4,22,5.4,10.5,4.3,762,46170,63178,1803,41,2.3,1762,97.7,1711,94.9,25,1.4,11,0.6,1,0.1,0,0,0,0,14,0.8,16.3,16.7
LAWRENCE COUNTY SCHOOL DISTRICT,WALNUT RIDGE HIGH SCHOOL,66,17,13.60%,19.4,62.10%,18.9,24.20%,18.8,18.20%,7.60%,Arkansas,36.0623854,-90.9572707,508 East Free Street,72476,Lawrence County,Walnut Ridge,5075,"508 East Free Street, Walnut Ridge, Arkansas, 72476",470502,5075470502,2022,470502,Lawrence County,Arkansas,338,21,198,83,36,3236,183,377,816,1049,183,361,267,6.2,58.6,24.6,10.7,5.7,11.7,25.2,32.4,5.7,11.2,8.3,1912,45033,62157,4545,63,1.4,4482,98.6,4293,94.5,110,2.4,3,0.1,5,0.1,0,0,0,0,71,1.6,17,18.9
LEE COUNTY SCHOOL DISTRICT,LEE HIGH SCHOOL,22,14.8,4.50%,12.5,9.10%,12.5,9.10%,14.7,4.50%,4.50%,Arkansas,34.7837556,-90.7802006,523 Forrest Avenue,72360,Lee County,Marianna,5077,"523 Forrest Avenue, Marianna, Arkansas, 72360",470300,5077470300,2022,470300,Lee County,Arkansas,412,118,234,60,0,2338,36,252,1154,618,165,83,30,28.6,56.8,14.6,0,1.5,10.8,49.4,26.4,7.1,3.6,1.3,1255,21209,35299,3658,5,0.1,3653,99.9,650,17.8,2949,80.6,0,0,0,0,0,0,0,0,54,1.5,14.8,12.5
STAR CITY SCHOOL DISTRICT,STAR CITY HIGH SCHOOL,107,16.1,8.40%,16,33.60%,16.4,20.60%,16.8,14.00%,6.50%,Arkansas,33.942278,-91.8400634,400 East Arkansas Street,71667,Lincoln County,Star City,5079,"400 East Arkansas Street, Star City, Arkansas, 71667",960500,5079960500,2022,960500,Lincoln County,Arkansas,213,19,77,48,69,1511,72,57,693,388,103,136,62,8.9,36.2,22.5,32.4,4.8,3.8,45.9,25.7,6.8,9,4.1,790,64405,72196,2269,30,1.3,2239,98.7,1760,77.6,389,17.1,40,1.8,0,0,0,0,0,0,50,2.2,16.1,16.4
ASHDOWN SCHOOL DISTRICT,ASHDOWN HIGH SCHOOL,90,17.2,16.70%,16.5,36.70%,17.4,20.00%,17.7,21.10%,13.30%,Arkansas,33.6836358,-94.1104449,,N/A,Little River County,N/A,5081,,30104,5081030104,2022,30104,Little River County,Arkansas,300,23,95,168,14,1614,38,78,493,414,102,385,104,7.7,31.7,56,4.7,2.4,4.8,30.5,25.7,6.3,23.9,6.4,890,70313,70171,2568,221,8.6,2347,91.4,1763,68.7,443,17.3,0,0,0,0,0,0,0,0,141,5.5,17.2,17.4
FOREMAN SCHOOL DISTRICT,FOREMAN HIGH SCHOOL,34,16.6,11.80%,16.5,41.20%,16.9,17.60%,16.3,11.80%,5.90%,Arkansas,33.7126516,-94.3927703,603 East Dollarhide Avenue,71836,Little River County,Foreman,5081,"603 East Dollarhide Avenue, Foreman, Arkansas, 71836",30200,5081030200,2022,30200,Little River County,Arkansas,244,0,116,128,0,1834,34,117,738,534,167,160,84,0,47.5,52.5,0,1.9,6.4,40.2,29.1,9.1,8.7,4.6,960,52157,69289,2705,211,7.8,2494,92.2,1538,56.9,792,29.3,40,1.5,0,0,0,0,0,0,124,4.6,16.6,16.9
BOONEVILLE SCHOOL DISTRICT,BOONEVILLE HIGH SCHOOL,80,17.7,18.80%,17.8,46.30%,18.5,31.30%,18.8,21.30%,12.50%,Arkansas,35.1469868,-93.9091176,945 North Plum Street,72927,Logan County,Booneville,5083,"945 North Plum Street, Booneville, Arkansas, 72927",950500,5083950500,2022,950500,Logan County,Arkansas,530,105,130,295,0,2428,108,248,1122,600,182,100,68,19.8,24.5,55.7,0,4.4,10.2,46.2,24.7,7.5,4.1,2.8,1567,46534,52867,3895,99,2.5,3796,97.5,3541,90.9,163,4.2,25,0.6,0,0,0,0,9,0.2,58,1.5,17.7,18.5
MAGAZINE SCHOOL DISTRICT,MAGAZINE HIGH SCHOOL,29,16.8,3.40%,16.2,34.50%,17.6,24.10%,18.3,13.80%,0.00%,Arkansas,35.1494143,-93.8021863,292 East Priddy Street,72943,Logan County,Magazine,5083,"292 East Priddy Street, Magazine, Arkansas, 72943",950600,5083950600,2022,950600,Logan County,Arkansas,169,10,85,74,0,2068,40,186,1010,333,271,185,43,5.9,50.3,43.8,0,1.9,9,48.8,16.1,13.1,8.9,2.1,971,51847,82631,2828,135,4.8,2693,95.2,2367,83.7,44,1.6,47,1.7,0,0,0,0,0,0,235,8.3,16.8,17.6
PARIS SCHOOL DISTRICT,PARIS HIGH SCHOOL,69,17.2,14.50%,16.7,40.60%,18,23.20%,18.2,18.80%,7.20%,Arkansas,35.2980308,-93.7059402,2000 East Wood Street,72855,Logan County,Paris,5083,"2000 East Wood Street, Paris, Arkansas, 72855",950300,5083950300,2022,950300,Logan County,Arkansas,155,57,70,28,0,2812,60,189,1302,614,180,240,227,36.8,45.2,18.1,0,2.1,6.7,46.3,21.8,6.4,8.5,8.1,1673,45734,61930,3629,95,2.6,3534,97.4,3286,90.5,22,0.6,2,0.1,189,5.2,0,0,0,0,35,1,17.2,18
SCRANTON SCHOOL DISTRICT,SCRANTON HIGH SCHOOL,25,18.6,24.00%,18.5,48.00%,20.5,40.00%,20.1,32.00%,20.00%,Arkansas,35.3613962,-93.5388009,1003 Olive Street,72863,Logan County,Scranton,5083,"1003 Olive Street, Scranton, Arkansas, 72863",950100,5083950100,2022,950100,Logan County,Arkansas,194,53,24,116,1,3210,128,239,1347,674,203,337,282,27.3,12.4,59.8,0.5,4,7.4,42,21,6.3,10.5,8.8,1650,55833,67475,4049,87,2.1,3962,97.9,3748,92.6,11,0.3,11,0.3,58,1.4,0,0,0,0,134,3.3,18.6,20.5
LONOKE SCHOOL DISTRICT,LONOKE HIGH SCHOOL,73,17.8,16.40%,17.6,46.60%,19.9,37.00%,19.4,27.40%,11.00%,Arkansas,34.7805718,-91.9043295,405 West Academy Street,72086,Lonoke County,Lonoke,5085,"405 West Academy Street, Lonoke, Arkansas, 72086",20500,5085020500,2022,20500,Lonoke County,Arkansas,443,29,188,82,144,3367,251,308,1333,538,445,316,176,6.5,42.4,18.5,32.5,7.5,9.1,39.6,16,13.2,9.4,5.2,2170,49333,70602,5043,438,8.7,4605,91.3,3555,70.5,952,18.9,0,0,9,0.2,0,0,0,0,89,1.8,17.8,19.9
ENGLAND SCHOOL DISTRICT,ENGLAND HIGH SCHOOL,43,16.2,7.00%,16.2,39.50%,16.6,18.60%,17.9,18.60%,2.30%,Arkansas,34.5426933,-91.9543822,501 Pine Bluff Highway,72046,Lonoke County,England,5085,"501 Pine Bluff Highway, England, Arkansas, 72046",20700,5085020700,2022,20700,Lonoke County,Arkansas,132,0,67,55,10,1926,80,77,824,503,79,269,94,0,50.8,41.7,7.6,4.2,4,42.8,26.1,4.1,14,4.9,1105,52679,79332,2666,109,4.1,2557,95.9,1819,68.2,636,23.9,8,0.3,0,0,0,0,0,0,94,3.5,16.2,16.6
CARLISLE SCHOOL DISTRICT,CARLISLE HIGH SCHOOL,49,16.4,8.20%,15.8,36.70%,17,22.40%,18,14.30%,6.10%,Arkansas,34.7794609,-91.7317962,145 Raborn Road,72024,Lonoke County,Carlisle,5085,"145 Raborn Road, Carlisle, Arkansas, 72024",20400,5085020400,2022,20400,Lonoke County,Arkansas,146,47,89,10,0,2073,53,171,1082,307,129,209,122,32.2,61,6.8,0,2.6,8.2,52.2,14.8,6.2,10.1,5.9,1124,46607,67464,2985,0,0,2985,100,2537,85,311,10.4,11,0.4,0,0,0,0,0,0,126,4.2,16.4,17
CABOT SCHOOL DISTRICT,CABOT HIGH SCHOOL,636,18.9,26.40%,18.8,52.80%,19.8,37.90%,20.1,33.00%,19.50%,Arkansas,34.9722833,-92.0113661,401 North Lincoln Street,72023,Lonoke County,Cabot,5085,"401 North Lincoln Street, Cabot, Arkansas, 72023",20202,5085020202,2022,20202,Lonoke County,Arkansas,224,0,145,79,0,2144,62,125,874,481,199,262,141,0,64.7,35.3,0,2.9,5.8,40.8,22.4,9.3,12.2,6.6,1300,56949,76610,3393,138,4.1,3255,95.9,2859,84.3,193,5.7,0,0,23,0.7,0,0,0,0,180,5.3,18.9,19.8
CABOT SCHOOL DISTRICT,ACADEMIC CENTER FOR EXCELLENCE,73,16.7,11.00%,16.8,41.10%,18.2,31.50%,17.6,13.70%,5.50%,Arkansas,34.9791752,-91.949021,,N/A,Lonoke County,N/A,5085,,20103,5085020103,2022,20103,Lonoke County,Arkansas,558,60,254,216,28,5068,119,350,1385,987,662,1003,562,10.8,45.5,38.7,5,2.3,6.9,27.3,19.5,13.1,19.8,11.1,2606,90086,114588,7843,411,5.2,7432,94.8,6895,87.9,182,2.3,4,0.1,147,1.9,31,0.4,0,0,173,2.2,16.7,18.2
HUNTSVILLE SCHOOL DISTRICT,HUNTSVILLE HIGH SCHOOL,110,16.3,13.60%,16,35.50%,16.8,17.30%,17.4,18.20%,10.00%,Arkansas,36.0809587,-93.7345623,594 South Harris Street,72740,Madison County,Huntsville,5087,"594 South Harris Street, Huntsville, Arkansas, 72740",960200,5087960200,2022,960200,Madison County,Arkansas,382,61,123,174,24,2666,141,382,1181,552,130,218,62,16,32.2,45.5,6.3,5.3,14.3,44.3,20.7,4.9,8.2,2.3,1466,52759,77974,4605,660,14.3,3945,85.7,3182,69.1,6,0.1,6,0.1,7,0.2,110,2.4,0,0,634,13.8,16.3,16.8
HUNTSVILLE SCHOOL DISTRICT,ST. PAUL HIGH SCHOOL,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,35.8233988,-93.7658859,232 4th Street,72760,Madison County,Saint Paul,5087,"232 4th Street, Saint Paul, Arkansas, 72760",960400,5087960400,2022,960400,Madison County,Arkansas,144,2,95,47,0,2556,178,202,1281,527,75,177,116,1.4,66,32.6,0,7,7.9,50.1,20.6,2.9,6.9,4.5,1380,50125,59995,3311,55,1.7,3256,98.3,2675,80.8,0,0,0,0,4,0.1,51,1.5,25,0.8,501,15.1,,
FLIPPIN SCHOOL DISTRICT,FLIPPIN HIGH SCHOOL,65,17,16.90%,17.6,46.20%,19.3,40.00%,19.2,23.10%,12.30%,Arkansas,36.2800767,-92.5998122,103 Alford Street,72634,Marion County,Flippin,5089,"103 Alford Street, Flippin, Arkansas, 72634",960202,5089960202,2022,960202,Marion County,Arkansas,226,47,101,55,23,2635,117,204,1018,619,181,288,208,20.8,44.7,24.3,10.2,4.4,7.7,38.6,23.5,6.9,10.9,7.9,1460,56786,61330,3659,127,3.5,3532,96.5,3333,91.1,12,0.3,19,0.5,33,0.9,0,0,0,0,135,3.7,17,19.3
YELLVILLE-SUMMIT SCHOOL DISTRICT,YELLVILLE-SUMMIT HIGH SCHOOL,56,17.3,25.00%,18.6,50.00%,18.2,25.00%,19.1,32.10%,14.30%,Arkansas,36.2414986,-92.6886392,1124 North Panther Avenue,72687,Marion County,Yellville,5089,"1124 North Panther Avenue, Yellville, Arkansas, 72687",960201,5089960201,2022,960201,Marion County,Arkansas,351,64,137,102,48,2339,101,162,941,615,210,132,178,18.2,39,29.1,13.7,4.3,6.9,40.2,26.3,9,5.6,7.6,1261,47884,58566,3658,110,3,3548,97,3260,89.1,76,2.1,0,0,20,0.5,0,0,0,0,192,5.2,17.3,18.2
GENOA CENTRAL SCHOOL DISTRICT,GENOA CENTRAL HIGH SCHOOL,82,18.2,20.70%,18.7,56.10%,19.7,40.20%,19.3,25.60%,14.60%,Arkansas,33.3736527,-93.8743089,12472 Arkansas 196,71854,Miller County,Texarkana,5091,"12472 Arkansas 196, Texarkana, Arkansas, 71854",20902,5091020902,2022,20902,Miller County,Arkansas,661,14,503,24,120,4088,137,131,1686,948,257,472,457,2.1,76.1,3.6,18.2,3.4,3.2,41.2,23.2,6.3,11.5,11.2,2206,60247,70585,6318,137,2.2,6181,97.8,5875,93,186,2.9,0,0,120,1.9,0,0,0,0,0,0,18.2,19.7
FOUKE SCHOOL DISTRICT,FOUKE HIGH SCHOOL,60,16.7,10.00%,18.4,50.00%,19.3,30.00%,19.2,23.30%,8.30%,Arkansas,33.2643567,-93.8826373,403 Panther Dr,71837,Miller County,Fouke,5091,"403 Panther Dr, Fouke, Arkansas, 71837",21002,5091021002,2022,21002,Miller County,Arkansas,423,21,292,95,15,2571,52,318,929,647,249,217,159,5,69,22.5,3.5,2,12.4,36.1,25.2,9.7,8.4,6.2,1360,68316,77245,4007,188,4.7,3819,95.3,3651,91.1,20,0.5,112,2.8,0,0,0,0,17,0.4,19,0.5,16.7,19.3
TEXARKANA SCHOOL DISTRICT,ARKANSAS HIGH SCHOOL,168,15.9,9.50%,16.1,35.70%,16.3,17.90%,17.1,12.50%,4.80%,Arkansas,33.4377803,-94.0292036,1500 Jefferson Avenue,71854,Miller County,Texarkana,5091,"1500 Jefferson Avenue, Texarkana, Arkansas, 71854",20702,5091020702,2022,20702,Miller County,Arkansas,261,0,170,84,7,2247,75,59,801,667,220,215,210,0,65.1,32.2,2.7,3.3,2.6,35.6,29.7,9.8,9.6,9.3,1495,43438,61282,3345,18,0.5,3327,99.5,1599,47.8,1686,50.4,0,0,0,0,0,0,0,0,42,1.3,15.9,16.3
ARMOREL SCHOOL DISTRICT,ARMOREL HIGH SCHOOL,20,17.9,20.00%,19.3,60.00%,20,45.00%,19.7,25.00%,15.00%,Arkansas,35.9171821,-89.79941,7 S Main St,72310,Mississippi County,Armorel,5093,"7 S Main St, Armorel, Arkansas, 72310",10700,5093010700,2022,10700,Mississippi County,Arkansas,398,14,171,193,20,2699,177,186,988,547,280,382,139,3.5,43,48.5,5,6.6,6.9,36.6,20.3,10.4,14.2,5.2,1615,82250,92580,4064,109,2.7,3955,97.3,3713,91.4,60,1.5,3,0.1,68,1.7,0,0,0,0,111,2.7,17.9,20
GOSNELL SCHOOL DISTRICT,GOSNELL HIGH SCHOOL,64,18.7,25.00%,19,60.90%,19,34.40%,19.4,18.80%,15.60%,Arkansas,35.9643325,-89.9665908,630 Arkansas 181,72315,Mississippi County,Blytheville,5093,"630 Arkansas 181, Blytheville, Arkansas, 72315",11400,5093011400,2022,11400,Mississippi County,Arkansas,157,35,92,30,0,1216,37,194,346,372,92,82,93,22.3,58.6,19.1,0,3,16,28.5,30.6,7.6,6.7,7.6,718,55616,66422,1792,35,2,1757,98,1395,77.8,273,15.2,0,0,54,3,0,0,0,0,35,2,18.7,19
MANILA SCHOOL DISTRICT,MANILA HIGH SCHOOL,61,17.1,13.10%,16.8,42.60%,18.1,27.90%,18.1,21.30%,9.80%,Arkansas,35.8792135,-90.1569828,419 Olympia Avenue,72442,Mississippi County,Manila,5093,"419 Olympia Avenue, Manila, Arkansas, 72442",10802,5093010802,2022,10802,Mississippi County,Arkansas,243,8,213,22,0,2088,115,120,749,312,380,248,164,3.3,87.7,9.1,0,5.5,5.7,35.9,14.9,18.2,11.9,7.9,1017,-666666666,112486,3329,0,0,3329,100,3226,96.9,19,0.6,0,0,0,0,0,0,0,0,84,2.5,17.1,18.1
OSCEOLA SCHOOL DISTRICT,OSCEOLA HIGH SCHOOL,56,14.8,3.60%,12.6,12.50%,13.8,5.40%,14.8,3.60%,1.80%,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2022,71001,White County,Arkansas,53,12,28,6,7,2664,42,86,1239,416,152,551,178,22.6,52.8,11.3,13.2,1.6,3.2,46.5,15.6,5.7,20.7,6.7,1444,59014,89069,3283,128,3.9,3155,96.1,2885,87.9,82,2.5,24,0.7,0,0,0,0,0,0,164,5,14.8,13.8
BRINKLEY SCHOOL DISTRICT,BRINKLEY HIGH SCHOOL,26,15.2,7.70%,12.7,15.40%,14.4,11.50%,14.8,3.80%,0.00%,Arkansas,34.877241,-91.1944922,100 Tigers Dr,72021,Monroe County,Brinkley,5095,"100 Tigers Dr, Brinkley, Arkansas, 72021",950100,5095950100,2022,950100,Monroe County,Arkansas,284,94,60,121,9,2146,134,308,891,438,68,220,87,33.1,21.1,42.6,3.2,6.2,14.4,41.5,20.4,3.2,10.3,4.1,1343,31382,43532,3030,0,0,3030,100,1343,44.3,1668,55,0,0,9,0.3,0,0,0,0,10,0.3,15.2,14.4
CLARENDON SCHOOL DISTRICT,CLARENDON HIGH SCHOOL,34,16,5.90%,15.6,32.40%,16.5,11.80%,15.9,5.90%,0.00%,Arkansas,34.6952361,-91.3060175,320 North 7th Street,72029,Monroe County,Clarendon,5095,"320 North 7th Street, Clarendon, Arkansas, 72029",950200,5095950200,2022,950200,Monroe County,Arkansas,127,19,57,49,2,1451,109,154,536,290,108,161,93,15,44.9,38.6,1.6,7.5,10.6,36.9,20,7.4,11.1,6.4,811,42868,63610,2034,0,0,2034,100,1385,68.1,544,26.7,9,0.4,0,0,0,0,0,0,96,4.7,16,16.5
CADDO HILLS SCHOOL DISTRICT,CADDO HILLS HIGH SCHOOL,33,16.8,9.10%,16.1,36.40%,16.8,18.20%,17.7,12.10%,9.10%,Arkansas,34.4198507,-93.6312389,2268 Arkansas 8,71935,Montgomery County,Caddo Gap,5097,"2268 Arkansas 8, Caddo Gap, Arkansas, 71935",953200,5097953200,2022,953200,Montgomery County,Arkansas,210,49,61,100,0,2540,77,220,1034,626,183,298,102,23.3,29,47.6,0,3,8.7,40.7,24.6,7.2,11.7,4,1387,49497,61711,3286,202,6.1,3084,93.9,2803,85.3,32,1,17,0.5,65,2,0,0,0,0,167,5.1,16.8,16.8
MOUNT IDA SCHOOL DISTRICT,MOUNT IDA HIGH SCHOOL,22,17.7,18.20%,16.8,36.40%,17.2,27.30%,18.3,22.70%,13.60%,Arkansas,34.5565539,-93.6377032,338 Whittington Street,71957,Montgomery County,Mount Ida,5097,"338 Whittington Street, Mount Ida, Arkansas, 71957",953000,5097953000,2022,953000,Montgomery County,Arkansas,157,1,63,93,0,2484,170,207,747,841,151,269,99,0.6,40.1,59.2,0,6.8,8.3,30.1,33.9,6.1,10.8,4,1370,46890,66576,3227,47,1.5,3180,98.5,3052,94.6,18,0.6,37,1.1,0,0,0,0,0,0,73,2.3,17.7,17.2
PRESCOTT SCHOOL DISTRICT,PRESCOTT HIGH SCHOOL,63,15.4,3.20%,14.6,17.50%,16.1,19.00%,16.1,11.10%,1.60%,Arkansas,33.7913217,-93.3775516,736 Martin Street,71857,Nevada County,Prescott,5099,"736 Martin Street, Prescott, Arkansas, 71857",90200,5099090200,2022,90200,Nevada County,Arkansas,502,13,354,135,0,2718,53,198,1307,589,259,291,21,2.6,70.5,26.9,0,1.9,7.3,48.1,21.7,9.5,10.7,0.8,1625,40574,47219,4298,117,2.7,4181,97.3,2634,61.3,1497,34.8,0,0,0,0,8,0.2,0,0,42,1,15.4,16.1
NEVADA SCHOOL DISTRICT,NEVADA HIGH  SCHOOL,26,15.7,7.70%,15.8,30.80%,16.5,15.40%,17.7,3.80%,0.00%,Arkansas,33.6185131,-93.2986106,,N/A,Nevada County,N/A,5099,,90100,5099090100,2022,90100,Nevada County,Arkansas,209,15,71,119,4,1883,176,78,989,318,147,96,79,7.2,34,56.9,1.9,9.3,4.1,52.5,16.9,7.8,5.1,4.2,935,56336,64707,2526,1,0,2525,100,1493,59.1,933,36.9,10,0.4,0,0,0,0,2,0.1,87,3.4,15.7,16.5
JASPER SCHOOL DISTRICT,JASPER HIGH SCHOOL,34,16.1,8.80%,15.1,35.30%,16.1,17.60%,16.4,5.90%,2.90%,Arkansas,36.0050667,-93.1899672,600 School Street,72641,Newton County,Jasper,5101,"600 School Street, Jasper, Arkansas, 72641",180100,5101180100,2022,180100,Newton County,Arkansas,367,65,182,107,13,2528,86,300,746,763,211,250,172,17.7,49.6,29.2,3.5,3.4,11.9,29.5,30.2,8.3,9.9,6.8,1411,54426,63276,3759,39,1,3720,99,3502,93.2,10,0.3,5,0.1,0,0,14,0.4,0,0,189,5,16.1,16.1
JASPER SCHOOL DISTRICT,KINGSTON HIGH SCHOOL,15,14.5,0.00%,14.6,13.30%,16.1,13.30%,16.5,6.70%,0.00%,Arkansas,36.0540657,-93.5163726,220 Madison 2620,72742,Madison County,Kingston,5087,"220 Madison 2620, Kingston, Arkansas, 72742",960400,5087960400,2022,960400,Madison County,Arkansas,144,2,95,47,0,2556,178,202,1281,527,75,177,116,1.4,66,32.6,0,7,7.9,50.1,20.6,2.9,6.9,4.5,1380,50125,59995,3311,55,1.7,3256,98.3,2675,80.8,0,0,0,0,4,0.1,51,1.5,25,0.8,501,15.1,14.5,16.1
JASPER SCHOOL DISTRICT,OARK HIGH SCHOOL,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,35.6886138,-93.5770339,338 Arkansas 215,72952,Johnson County,Oark,5071,"338 Arkansas 215, Oark, Arkansas, 72952",951700,5071951700,2022,951700,Johnson County,Arkansas,315,53,113,125,24,3311,56,276,1408,652,182,590,147,16.8,35.9,39.7,7.6,1.7,8.3,42.5,19.7,5.5,17.8,4.4,1886,55721,64004,4632,160,3.5,4472,96.5,4228,91.3,10,0.2,38,0.8,24,0.5,0,0,0,0,172,3.7,,
DEER-MT. JUDEA SCHOOL DISTRICT,DEER K-12 SCHOOL,14,16.9,21.40%,19.3,71.40%,19.1,28.60%,20.6,35.70%,7.10%,Arkansas,35.8987234,-93.0375914,,N/A,Newton County,N/A,5101,,180200,5101180200,2022,180200,Newton County,Arkansas,232,0,106,121,5,2708,113,290,1197,555,201,244,108,0,45.7,52.2,2.2,4.2,10.7,44.2,20.5,7.4,9,4,1494,44841,66797,3484,93,2.7,3391,97.3,3162,90.8,0,0,83,2.4,0,0,0,0,0,0,146,4.2,16.9,19.1
DEER-MT. JUDEA SCHOOL DISTRICT,MT. JUDEA K-12 SCHOOL,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,35.8987234,-93.0375914,,N/A,Newton County,N/A,5101,,180200,5101180200,2022,180200,Newton County,Arkansas,232,0,106,121,5,2708,113,290,1197,555,201,244,108,0,45.7,52.2,2.2,4.2,10.7,44.2,20.5,7.4,9,4,1494,44841,66797,3484,93,2.7,3391,97.3,3162,90.8,0,0,83,2.4,0,0,0,0,0,0,146,4.2,,
